Organization Name,Organization Name URL,Operating Status,Company Type,IPO Status,Estimated Revenue Range,Number of Employees,Headquarters Location,Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Full Description,Industries,Description,Founded Date,Founded Date Precision,Website
Domain Therapeutics,https://www.crunchbase.com/organization/domain-therapeutics,Active,For Profit,Private,$1M to $10M,11-50,"Illkirch, Alsace, France",Series A,89276036,USD,89276036,"Domain Therapeutics is a biopharmaceutical company located in Strasbourg, France, dedicated to the discovery and early development of small molecules targeting G-coupled Protein Receptors (GPCRs), one of the best classes of drug targets. Domain Therapeutics is using its innovative and proprietary technology platform DTect-Allâ„¢ to identify orthosteric and allosteric ligands of GPCRs, including the so called Silent Allosteric Modulators (SAMs) that represent a unique source of compounds that cannot be discovered by standard technologies. DTect-Allâ„¢ is able to address difficult GPCRs such as orphan and peptidic GPCRs.","Biotechnology, Health Care, Pharmaceutical, Therapeutics",Domain Therapeutics develops small molecules targeting G-coupled protein receptors.,2001-01-01,year,http://www.domaintherapeutics.com
Zerigo Health,https://www.crunchbase.com/organization/clarify-medical,Active,For Profit,Private,Less than $1M,11-50,"La Jolla, California, United States",Series B,67411690,USD,67411690,"Clarify Medical is innovating a well-established treatment, UVB therapy, to become easier, more convenient, more empowering, and more connected for psoriasis, eczema and vitiligo patients. The company also focused on developing innovative technology, products, and services that improve care for people with chronic skin conditions. Clarify Medical indicated for the localized phototherapeutic treatment of dermatologic conditions such as psoriasis, vitiligo, atopic dermatitis (eczema), seborrheic dermatitis, and leukoderma on all skin types (I-VI). It is the first and only connected phototherapy system that uses an app on the patient’s own smartphone (iOS or Android) to manage the dose, frequency, and duration of UVB light therapy, helping to ensure that patients receive the proper doses recommended by the American Academy of Dermatology and Vitiligo Working Group.  The treatment regimen is prescribed by the patient’s physician but monitored and controlled by the Clarify System, enabling patients to administer treatment with clinical precision in the convenience of their homes. The connected system monitors dosing, adherence, compliance, patient progress, and satisfaction.","Biopharma, Biotechnology, Health Care, Health Diagnostics, Medical, Medical Device, Therapeutics","Clarify Medical is a developer of a handheld medical device used to treat psoriasis, eczema, and vitiligo .",2014-01-01,year,https://www.zerigohealth.com/
Parse Biosciences,https://www.crunchbase.com/organization/split-biosciences,Active,For Profit,Private,$1M to $10M,11-50,"Seattle, Washington, United States",Series B,49962500,USD,49962500,"Parse Bio is a biotechnology startup company developing single-cell sequencing kit solutions for researchers. By using combinatorial cDNA barcoding within cells themselves, Parse Biosciences’s technology allows researchers to eliminate the need for complex and expensive microfluidic instruments. Additionally, the company’s technology enables samples to be fixed, frozen, and stored, allowing researchers to separate out the sample extraction from downstream library preparation steps. This capability empowers researchers to run fixed samples collected on different dates together in a single experiment, providing greater control over sample handling and reducing handling errors. Split Biosciences rebranded as Parse Biosciences in 2020. The Seattle, Washington-based biotech company was established in 2018 by Alex Rosenberg, Charlie Roco, and Georg Friedrich Seelig.","Bioinformatics, Biotechnology, Genetics, Life Science",Parse Biosciences is a biotechnology startup company that develops single-cell sequencing kit solutions for researchers.,2018-01-01,year,https://www.parsebiosciences.com
Alzheon,https://www.crunchbase.com/organization/alzheon,Active,For Profit,Private,$1M to $10M,11-50,"Lexington, Massachusetts, United States",Series D,136451115,USD,136451115,"Alzheon is a clinical-stage biotechnology company focused on womanchild brain health, memory, and aging, developing transformative treatments for Alzheimer’s disease and other neurodegenerative disorders. They are building a pipeline of innovative drugs to improve the lives of patients by preventing the cognitive and functional decline associated with neurodegeneration. They have a distinct ability to make success advances in the challenging field of therapeutics for Alzheimer’s and other neurodegenerative disorders.","Biotechnology, Clinical Trials, Health Care, Therapeutics","Alzheon is a clinical-stage biotechnology company focused on brain health, memory and aging, developing a pipeline of innovative.",2013-01-01,year,http://www.alzheon.com
Hound Labs,https://www.crunchbase.com/organization/hound-labs,Active,For Profit,Private,$1M to $10M,11-50,"Oakland, California, United States",Debt Financing,130107503,USD,130107503,"Hound Labs is a breath technology company that has developed ultra-sensitive technology for non-invasive breath measurement. Utilizing this groundbreaking technology, the HOUND MARIJUANA BREATHALYZER is the world’s first breathalyzer to rapidly, accurately, and inexpensively measure recent marijuana use and alcohol in a person’s breath. The HOUND BREATHALYZER is intended for law enforcement, employer, and insurance purposes only. Founded in 2014, the Oakland-based company was created by Dr. Mike Lynn, an ER physician, reserve deputy sheriff, and former venture capitalist, his co-founder, Mr. Kuni Oh, a patent attorney with a deep background in engineering and science, and his co-founder, Ms. Jenny Lynn, a business executive with twenty years of experience launching new ventures. Benchmark, Icon Ventures, Intrinsic Capital Partners, Main Street Advisors, NFP Ventures, and individual investors have funded the Company.","Alternative Medicine, Biotechnology, Health Care, Medical Device",Hound Labs is a breath technology company that has developed ultra-sensitive technology for non-invasive breath measurement.,2014-01-01,year,http://houndlabs.com
Electra Therapeutics,https://www.crunchbase.com/organization/electra-therapeutics,Active,For Profit,Private,,,"San Francisco, California, United States",Series B,100000000,USD,100000000,"Electra Therapeutics is a clinical stage biotechnology company developing therapies that target signal regulatory proteins (SIRP) for the treatment of immunological diseases and cancer. Electra currently has one program in clinical development and two additional preclinical programs. The company’s lead product candidate, ELA026, is a monoclonal antibody that targets SIRP on the cell surface of myeloid and T cells, and depletes pathological immune cells. ELA026 is in clinical development for secondary hemophagocytic lymphohistiocytosis (sHLH), a life-threatening hyperinflammatory condition for which there is no approved treatment.","Biotechnology, Health Care, Medical",Electra Therapeutics is a clinical stage biotechnology company developing therapies for cancer and other immunological diseases.,2018-10-12,day,https://electra-therapeutics.com/
Mara Renewables,https://www.crunchbase.com/organization/mara-renewables,Active,For Profit,Private,,11-50,"Dartmouth, Nova Scotia, Canada",Venture - Series Unknown,42500000,USD,42500000,"Mara Renewables Corporation (Mara) is the leading Canadian biotechnology company focused on the research, development, and commercialization of sustainable fermentation algal biotechnologies for nutritional and renewable energy industries.","Biotechnology, Energy, Renewable Energy",Mara Renewables Corporation (Mara) is the leading Canadian biotechnology company.,2012-01-01,year,https://www.maracorp.ca/
Affinia Therapeutics,https://www.crunchbase.com/organization/affinia-therapeutics,Active,For Profit,Private,$10M to $50M,51-100,"Waltham, Massachusetts, United States",Series B,170000000,USD,170000000,"Affinia Therapeutics is a developer of a platform for rationally designed adeno-associated virus (AAV) vectors and gene therapies intended to develop medicines for devastating diseases. The company leverages synthetic and systems biology combined with high-throughput screening and tissue and single-cell resolution for people affected by muscle and central nervous system (CNS) diseases with significant unmet needs, thereby providing medical professionals with the rational design of novel vectors and gene therapies with remarkably improved properties.","Biotechnology, Health Care, Life Science, Therapeutics",Affinia Therapeutics is a biotechnology company developing transformative AAV gene therapies for people with devastating diseases.,2019-01-01,year,https://www.affiniatx.com/
BlueDot,https://www.crunchbase.com/organization/bluedot,Active,For Profit,Private,$10M to $50M,11-50,"Toronto, Ontario, Canada",Series A,9520735,USD,9520735,"BlueDot protects people around the world from infectious diseases with human and artificial intelligence. We help governments protect their citizens, hospitals protect their staff and patients, and businesses protect their employees and customers. Our team understands the complexity of the challenge in front of us – and that the urgency to solve the problem has never been greater. We’ve combined our public health and medical expertise with advanced data analytics to build solutions that track, contextualize, and anticipate infectious disease risks.","Analytics, Artificial Intelligence, Big Data, Biotechnology, Health Care, Health Diagnostics, Software",BlueDot protects people around the world from infectious diseases with human and artificial intelligence.,2008-01-01,year,https://bluedot.global/
AeroSafe Global,https://www.crunchbase.com/organization/american-aerogel,Active,For Profit,Private,$10M to $50M,51-100,"Rochester, New York, United States",Private Equity,119675422,USD,119675422,"AeroSafe Global develops and produces aerogels and related materials for temperature-sensitive shipping needs in the United States. Its products are used in various thermal insulation applications to transport biomedical, pharmaceutical, and other temperature-sensitive products. The company provides a reliable, simple, and sustainable temperature sensitive supply chain solutions to the world’s leading biopharma companies. AeroSafe Global delivers cold-chain services for the biopharma industry that results in zero temperature excursions for every client, every product, every time. With proprietary packaging, logistics, and operational services, the company builds customized solutions that ensure the safe delivery of temperature-sensitive biopharmaceuticals.","Biopharma, Manufacturing, Packaging Services, Pharmaceutical","AeroSafe Global develops aerogels used in various transport, biomedical, pharmaceutical, and other temperature-sensitive products.",1995-01-01,year,https://www.aerosafeglobal.com/
Lumos Labs,https://www.crunchbase.com/organization/lumosity,Active,For Profit,Private,$1M to $10M,51-100,"San Francisco, California, United States",Secondary Market,67500000,USD,67500000,"Lumosity's web and mobile games are designed to challenge core cognitive abilities. Founded in 2005 and launched in 2007, Lumosity offers more than 40 games that are designed to challenge core cognitive abilities. Lumosity’s games are based on neuroscience, with continuing independent third-party studies being conducted by researchers at academic institutions around the world.","Fitness, Health Care, Neuroscience, Training, Wellness",Lumosity is a neuroscience research company that provides online brain training programs.,2005-01-01,year,http://www.lumosity.com
Leyden Labs,https://www.crunchbase.com/organization/leyden-labs,Active,For Profit,Private,$1M to $10M,11-50,"Amsterdam, Noord-Holland, The Netherlands",Series B,187105929,USD,187105929,"Leyden Labs aims to help people live their lives to the fullest. Its platform targets commonalities of viral families to protect humanity from known and future viruses. Its portfolio of accessible intranasal product candidates may provide people with the freedom to immediately protect themselves from and prevent the spread of many strains of respiratory viruses, including ones in the influenza and coronavirus families. The Company’s energetic team of world-renown biotechnology veterans and fresh talent is dedicated to thinking differently to free humanity from the burden of respiratory viruses.","Biotechnology, Life Science, Therapeutics",Leyden Labs provides a platform that targets commonalities of viral families to protect humanity from known and future viruses.,2020-01-01,year,http://www.leydenlabs.com/
BehavioSec,https://www.crunchbase.com/organization/behaviosec,Active,For Profit,Private,Less than $1M,11-50,"San Francisco, California, United States",Series B,25681285,USD,25681285,"BehavioSec is the industry’s pioneer and technology leader for behavioral biometrics and continuous authentication, safeguarding millions of users and billions of transactions today.   Deployed across Global 2000 companies to dramatically reduce fraud, friction, threat and theft, BehavioSec verifies and protects human digital identities by understanding how we uniquely type and swipe across our ever-changing devices. Whether used in the Cloud or on-premises, BehavioSec delivers the superior user experience, precision and scale needed by organizations to keep customers engaged while catching evasive, real-time attacks other solutions miss.    Founded in the Nordics in 2008 out of groundbreaking research, BehavioSec works with organizations like DARPA, is recognized as a Gartner Cool Vendor and RSA Innovation Sandbox Finalist, and has earned investment from leading firms like Forgepoint Capital, Cisco, ABN AMRO, Conor Ventures, and Octopus Ventures.  Headquartered in San Francisco, CA with offices worldwide, BehavioSec is ready to help you reduce risk, improve compliance and digitally transform your distributed workforce and customer experience.","Biometrics, FinTech, Fraud Detection, Network Security, Security","BehavioSec is the pioneer for behavioral biometrics and continuous authentication, protecting millions of users and billions of transactions",2008-01-01,year,http://www.behaviosec.com
Cytomos,https://www.crunchbase.com/organization/cytomos-ltd,Active,For Profit,Private,,1-10,"Edinburgh, Edinburgh, City of, United Kingdom",Seed,1700000,GBP,2129178,"Cytomos® develops and provides integrated, predictive analytics systems for intelligent bioprocessing in biopharma and cell therapy domains. Built upon our patented Cytomos® Dielectric Spectroscopy (CDS™) technology, our systems are unbiased, have single-cell resolution and are scalable across all upstream production stages. Leveraging the unmatched data depth per cell provided by CDS™, our proprietary machine learning (ML) algorithms provide insights into your bioprocesses like never before.","Biopharma, Biotechnology, Machine Learning, Medical","Cytomos develops and provides integrated, predictive analytics systems for intelligent bioprocessing in biopharma.",2011-01-01,year,https://www.cytomos.com/
Standigm,https://www.crunchbase.com/organization/standigm,Active,For Profit,Private,$1M to $10M,101-250,"Seoul, Seoul-t'ukpyolsi, South Korea",Series D,71240000,USD,71240000,"Standigm is a workflow AI-driven drug discovery company. Standigm has proprietary AI platforms encompassing novel target identification to lead generation to generate commercially valuable drug pipelines. Founded in 2015, the company has established an early-stage drug discovery workflow AI to generate First-in-Class lead compounds within seven months. Pursuing full-stack, AI-driven industrializing drug discovery, Standigm has achieved the automation of molecular design workflow through DarkMolFactory™, and the automation effort has been expanding to the whole drug discovery process on the basis of Standigm AI platforms, including Standigm ASK™ for target discovery, Standigm BEST™ for lead design, and Standigm Insight™ for drug repurposing.","Artificial Intelligence, Biotechnology, Health Care, Machine Learning, Pharmaceutical",Standigm is an AI-driven workflow drug discovery company that aims to improve the success rates and efficiency of new drug development.,2015-05-04,day,http://www.standigm.com
Imagene AI,https://www.crunchbase.com/organization/imagene-ai,Active,For Profit,Private,,11-50,"Tel Aviv, Tel Aviv, Israel",Series A,21500000,USD,21500000,"Imagene AI provides AI-based molecular testing for cancer, leveraging the patient's histological data for personalized therapy. Our mission at Imagene is to assist cancer patients in receiving the optimal treatment medicine can offer by leveraging AI to detect, in real-time, a broad range of cancerous biomarkers and genomic insights from the biopsy image alone. By doing so, Imagene overcomes economical, logistical, and technological barriers to reach the full potential of precision medicine for cancer patients. Through collaborations with top-tier medical centers and pharmaceutical companies, Imagene is revolutionizing molecular screening for both clinical practice and research. Our success derives from our cutting-edge technology and talented multidisciplinary team of data scientists, biologists, software engineers, and medical experts.","Artificial Intelligence, Biotechnology, Health Care, Health Diagnostics","Imagene AI provides AI-based molecular testing for cancer, leveraging the patient's histological data for personalized therapy.",2020-01-01,year,https://imagene-ai.com
HiberCell,https://www.crunchbase.com/organization/hibercell,Active,For Profit,Private,$1M to $10M,11-50,"New York, New York, United States",Series B,158150000,USD,158150000,HiberCell is a biotechnology company developing treatments to prevent cancer relapse and metastasis. The company was founded in 2019 and is based in New York.,"Biotechnology, Health Care, Health Diagnostics, Medical",HiberCell is a biotechnology company developing treatments to prevent cancer relapse and metastasis.,2019-01-01,year,https://www.hibercell.com
STEMCELL Technologies,https://www.crunchbase.com/organization/stemcell-technologies-inc,Active,For Profit,Private,$10M to $50M,501-1000,"Vancouver, British Columbia, Canada",Venture - Series Unknown,15000000,USD,15000000,"STEMCELL Technologies Inc. is a Canadian biotechnology company that develops specialty cell culture media, cell isolation systems and accessory products for life science research. Driven by science and a passion for quality, STEMCELL supports the advancement of scientific research around the world with our catalogue of more than 2000 cell biology research tools. STEMCELL Technologies was launched in 1993 when founder and CEO Allen Eaves needed a way to meet the increasing demands for his standardized, cost-effective cell culture media for growing blood-forming stem cells. At the time, Eaves was a hematologist and cancer researcher heading the Terry Fox Laboratories (TFL) and head of clinical hematology at the University of British Columbia in Vancouver, Canada. Unsatisfied with commercially available cell culture reagents, Eaves’ research group at the TFL began making their own hematopoietic stem cell culture media using the highest quality materials they could find. Colleagues also wanted to use this media, and Eaves was able to supplement his research funds by selling culture media to other lab groups. Eventually the demand for the media from researchers around the world warranted building a designated clean room for production. The TFL did not have the funding and instead, Eaves was encouraged to purchase the business and create an independent company. Mortgaging his house and receiving a loan from Western Economic Diversification, Eaves was able to build a clean room and STEMCELL Technologies Inc. was born on July 2, 1993. STEMCELL has become the largest biotech company in Canada and continues to reinvest all profits back into developing products to better support the international research community. As of 2016, the company employs more than 800 people globally, with over one-third of those holding a PhD or MSc, and the majority of employees having a BSc or Engineering degree. A large number of the company’s employees are located in Vancouver, Canada with additional employees and facilities in 11 other countries.","Biotechnology, Information Technology, Life Science, Training","Tools to Isolate, Culture and Assay Cells",1993-01-01,year,https://www.stemcell.com
Ribon Therapeutics,https://www.crunchbase.com/organization/ribon-therapeutics,Active,For Profit,Private,$1M to $10M,11-50,"Cambridge, Massachusetts, United States",Series C,184000001,USD,184000001,"Ribon Therapeutics is a biotechnology company pioneering the discovery of new cancer medicines that target monoPARP proteins, critical regulators of cancer survival mechanisms. The diverse and central functions that PARPs, or poly(ADP-ribose) polymerases, play in cancer cell survival pathways are just emerging, and many of the seminal discoveries in the field have been made by Ribon’s scientific founders. By combining insights from our founders and an experienced management team, Ribon is building a proprietary drug discovery platform to investigate the molecular action and biological function of a subset of the PARP protein family, called monoPARPs. Based on its platform, Ribon is creating a pipeline of innovative medicines that selectively target monoPARPs to treat cancer and may have the potential to impact other diseases. The company is backed by prominent life science investors, including The Column Group, U.S. Venture Partners, Deerfield Management and Osage University Partners.","Biotechnology, Health Care, Medical Device, Therapeutics",Ribon Therapeutics is a biotechnology company focused on the development of therapeutics treatments targeting stress support pathways.,2015-01-01,year,http://www.ribontx.com
Acrivon Therapeutics,https://www.crunchbase.com/organization/acrivon-therapeutics,Active,For Profit,Private,,11-50,"Cambridge, Massachusetts, United States",Series B,115500000,USD,115500000,"Acrivon Therapeutics is a precision oncology therapeutics company specializing in drug development through early clinical treatment success. They specifically apply its approach to challenging oncology drug targets causally implicated in the vast majority of cancers, particularly those without simple single-gene driver mutations or synthetic lethal contexts.  The company aims to rapidly progress in-licensed clinical-stage assets and a pipeline of internally developed programs through accelerated registration trials.","Biotechnology, Health Care, Therapeutics",Acrivon Therapeutics is a precision oncology therapeutics company specializing in drug development through early clinical treatment success.,2018-01-01,year,http://www.acrivon.com/
Protix Biosystems,https://www.crunchbase.com/organization/protix-biosystems,Active,For Profit,Private,$1M to $10M,11-50,"Dongen, Noord-Brabant, The Netherlands",Private Equity,126330975,USD,126330975,"Protix Biosystems is a biometrics company that offers a range of products which enable its customers to optimize their feed solutions. It was founded in 2009 and is based in Dongen, the Netherlands.","Biometrics, Biotechnology, Food Processing, Health Care",Protix offers high quality products that enable you to optimise your feed solutions.,2009-01-01,year,http://www.protix.eu
Capra Biosciences,https://www.crunchbase.com/organization/capra-biosciences,Active,For Profit,Private,,1-10,"Alexandria, Virginia, United States",Pre-Seed,1800000,USD,1800000,"Capra Biosciences is a biotechnology company harnessing biology for efficient and low-carbon production of everyday chemicals. It develops bioreactor technology designed to make the production of chemical products more efficient. The company developed a biofilm bioreactor which has the potential to significantly reduce the downstream processing requirements and costs inherent in the bio-manufacturing of products such as fuels. Capra Biosciences was founded in 2020 and is headquartered in Alexandria, VA.","Biotechnology, Chemical, Life Science",Capra Biosciences is a biotechnology company harnessing biology for efficient and low-carbon production of everyday chemicals.,2020-01-01,year,https://www.caprabiosciences.com/
Promethera Biosciences,https://www.crunchbase.com/organization/promethera-biosciences,Active,For Profit,Private,$10M to $50M,101-250,"Mont-saint-guibert, Brabant Wallon, Belgium",Series D,149103124,USD,149103124,"PrometheraÂ® Biosciences is a biopharmaceutical company, spin-off of the UniversitÃ© Catholique de Louvain, that develops innovative treatments based on allogeneic adult stem cell technology. PrometheraÂ® Biosciences' mission is to discover, develop and commercialize cell therapy products to treat liver diseases in an innovative way using allogenic progenitor cells from healthy human livers. PrometheraÂ® Biosciences develops two products based on a newly discovered and patented progenitor cell type: the human Adult Liver-Derived Mesenchymal Progenitor Cell (hALDMSC):","Biotechnology, Pharmaceutical, Therapeutics",Promethera Biosciences is a biopharmaceutical company focused on cell therapy products to treat liver diseases.,2009-01-01,year,https://www.promethera.com/
FogPharma,https://www.crunchbase.com/organization/fog-pharmaceuticals,Active,For Profit,Private,$1M to $10M,51-100,"Cambridge, Massachusetts, United States",Series C,184000000,USD,184000000,"FogPharma was born from the scientific and entrepreneurial vision of founder Greg Verdine, a pioneer in the discovery and development of new drug classes that “drug the undruggable.” FogPharma’s cell-penetrating miniproteins (CPMPs) are a broad new class of medicines that can drug targets beyond the reach of conventional therapeutics. Together with world-leading experts and collaborators in cancer biology and therapy, our team is building a drug discovery powerhouse having passion, knowledge, and creativity to develop fundamentally new cancer treatments. FogPharma derives financial support from a unique syndicate of extraordinary private and institutional investors. FogPharma’s network of friends includes our founders, employees, investors, advisors, collaborators, and cancer patients; all working together to pioneer a unique approach toward conquering cancer. We are laser-focused and unstoppable in our mission to deliver the new class of medicines to patients and their families to bring them years to life and life to years.","Biotechnology, Health Care, Pharmaceutical",FogPharma creates a new class of medicines that target human disease drivers currently considered undruggable.,2015-01-01,year,http://www.fogpharma.com
Tact.ai,https://www.crunchbase.com/organization/tactile,Active,For Profit,Private,$1M to $10M,101-250,"Sunnyvale, California, United States",Venture - Series Unknown,53200000,USD,53200000,"Tact.ai is on a mission to help life science organizations nurture meaningful customer engagement through our human-friendly software. Our AI-powered engagement platform empowers field teams to work with their customers in new ways to drive better outcomes. Tact.ai is headquartered in Silicon Valley and is backed by some of the world’s leading firms in venture capital, technology, and healthcare and life sciences, including Microsoft’s venture fund M12, Salesforce Ventures, Novartis, Lilly and McKesson Ventures. Visit us at: https://www.tact.ai/","Artificial Intelligence, CRM, Health Care, Life Science, Mobile, SaaS, Sales Automation, Software",The customer engagement company for life sciences,2012-01-01,year,https://tact.ai
TauRx Pharmaceuticals,https://www.crunchbase.com/organization/taurx-pharmaceuticals,Active,For Profit,Private,$10M to $50M,501-1000,"Singapore, Central Region, Singapore",Private Equity,257500000,USD,257500000,"TauRx Therapeutics Ltd was established in Singapore in 2002 with the aim of developing new treatments and diagnostics for a range of neurodegenerative diseases based on an entirely new approach which targets aggregates of abnormal fibres of Tau protein that form inside nerve cells in the brain. The TauRx team have since discovered that LMTX™ could also have beneficial effects in several other neurodegenerative diseases associated with Tau pathology, as well as other protein aggregation disorders including Parkinson’s, Huntington’s and Frontotemporal Dementia (Pick’s Disease). While TauRx headquarters are in Singapore, its primary research facilities are in Aberdeen, Scotland.","Biotechnology, Health Diagnostics, Pharmaceutical",TauRx Pharmaceuticals is a life sciences company developing drugs and diagnostics for neurodegenerative diseases.,2002-01-01,year,http://taurx.com
Sensity,https://www.crunchbase.com/organization/deeptrace,Active,For Profit,Private,,11-50,"Amsterdam, Noord-Holland, The Netherlands",Grant,1292000,EUR,1470987,,"Biometrics, Computer Vision, Cyber Security",KYC and Fraudulent Documents Detection. Monitoring and detecting deepfakes.,2018-11-28,day,https://www.sensity.ai
Aerami Therapeutics,https://www.crunchbase.com/organization/dance-biopharm,Active,For Profit,Private,Less than $1M,11-50,"Durham, North Carolina, United States",Venture - Series Unknown,150414560,USD,150414560,"Aerami Therapeutics focuses on developing novel inhaled therapies for the treatment of chronic diseases. It features a proprietary, smart, handheld soft mist device that allows convenient and confident delivery of insulin into a patient's lungs in just a few breaths yielding high lung deposition and distribution. It was founded in 2010 and headquartered in Durham, North Carolina.","Biotechnology, Diabetes, Health Care, Medical, Therapeutics",Aerami Therapeutics focuses on developing novel inhaled therapies for the treatment of chronic diseases.,2010-01-01,year,https://aerami.com/
Teckro,https://www.crunchbase.com/organization/teckro,Active,For Profit,Private,$1M to $10M,51-100,"New York, New York, United States",Venture - Series Unknown,65999989,USD,65999989,"Teckro is a life science technology company that is rethinking every element of clinical research - the people, the processes, and the technologies used. By making it possible for all relevant information to be instantly accessible to every active member of a clinical trial and for the entire study teams to be connected effortlessly, Teckro is broadening the possibilities of what they can achieve. Teckro's solutions result in quicker development of drugs and treatments for the world’s most complex diseases. The company was founded in 2015 and is based in Limerick, Ireland with offices in Dublin and Nashville.","Computer, Information Services, Information Technology, Life Science",Teckro is a life science technology company that is rethinking every element of clinical research.,2015-01-01,year,http://teckro.com/
Trace Genomics,https://www.crunchbase.com/organization/trace-genomics,Active,For Profit,Private,Less than $1M,11-50,"Burlingame, California, United States",Convertible Note,39735000,USD,39735000,"Trace Genomics has developed the first analytics engine that learns as it maps the living soil. Founded in 2015 to serve the farming community, Trace Genomics helps agronomists and their growers maximize the value of every acre.  It was founded in 2015 and headquartered in Burlingame, California.","Agriculture, AgTech, Biotechnology, Farming",Trace Genomics helps agronomists and their growers maximize the value of every acre.,2015-01-01,year,http://tracegenomics.com/
Turnstone Biologics,https://www.crunchbase.com/organization/turnstone-biologics,Active,For Profit,Private,$1M to $10M,51-100,"San Francisco, California, United States",Series D,132699979,USD,132699979,"Turnstone Biologics is a privately-held clinical-stage biotech company. Turnstone Biologics’ mission is to deliver breakthrough cancer immunotherapies by advancing two leading and complementary platforms targeting tumor immunity, to improve survival for people with cancer.","Biotechnology, Innovation Management, Therapeutics",Turnstone Biologics is a privately-held clinical stage biotech company.,2015-01-01,year,http://www.turnstonebio.com/
Sonoma BioTherapeutics,https://www.crunchbase.com/organization/sonoma-biotherapeutics,Active,For Profit,Private,,101-250,"South San Francisco, California, United States",Series B,335000000,USD,335000000,"Sonoma Biotherapeutics is a company invloved the development of adoptive Treg therapies cell for autoimmune and degenerative diseases. Using next generation genome editing and target-specific cell therapy, Sonoma is focused on developing its best-in-class platform across the entire spectrum of Treg cell therapeutic capabilities. Founded by pioneers in Treg biology and cell therapy, the company brings together leading expertise and proprietary methodologies for the discovery and development of disease modifying and curative therapies.","Biotechnology, Life Science, Therapeutics",Sonoma BioTherapeutics develops adoptive Treg therapies cell for autoimmune.,2020-01-01,year,https://www.sonomabio.com/
DXY,https://www.crunchbase.com/organization/dxy,Active,For Profit,Private,,251-500,"Hangzhou, Zhejiang, China",Series E,682000000,USD,682000000,"DXY is an online healthcare community for doctors, consumers, and healthcare organizations. It develops a social media platform that specializes in pharmaceuticals and life sciences to provide communication software and tools of various forms to improve the productivity of the users. DXY offers public health services online based on existing medical resources as well as precision digital marketing. The company is backed by Trustbridge Partners, Tencent, Hillhouse Capital, Xiaomi founder Lei Jun’s Shunwei Capital, Legend Capital, and DCM. In 2000, co-founders Li Tiantian and Jin Zhang headquartered DXY in Hangzhou, Zhejiang, China.","Consumer Software, Health Care, Life Science, Medical, mHealth, Pharmaceutical, Social Media, Software","DXY is an online healthcare community for doctors, consumers, and healthcare organizations.",2000-07-23,day,http://www.dxy.cn
AviadoBio,https://www.crunchbase.com/organization/aviadobio,Active,For Profit,Private,,11-50,"London, England, United Kingdom",Series A,70600000,GBP,93838609,AviadoBio mission is to transform the lives of people living with neurodegenerative disorders by developing and delivering transformative gene therapies for diseases including frontotemporal dementia (FTD) and amyotrophic lateral sclerosis (ALS). The Company’s technology is based on pioneering research from King’s College London and the UK Dementia Research Institute.,"Biotechnology, Health Care",AviadoBio transform the lives of people living with neurodegenerative disorders by developing and delivering transformative gene therapies,2019-01-01,year,http://www.aviadobio.com
ENOUGH,https://www.crunchbase.com/organization/3fbio,Active,For Profit,Private,$1M to $10M,11-50,"Glasgow, Glasgow City, United Kingdom",Series B,78109771,USD,78109771,"ENOUGH is a technology spin-out company from the University of Strathclyde established to develop and commercialise novel patented technology which transforms the production economics for the meat-free food product mycoprotein by integrating the production within existing bio-refinery operations producing bio-ethanol and animal feed (DDGS). This gives integrated fermentation production of Food, Fuel and Feed. ​","3D Technology, Biotechnology, Food and Beverage, Food Processing, Information Services, Information Technology",ENOUGH is a foodtech startup producing protein through fermenting fungi using renewable feedstocks.,2015-01-01,year,https://www.enough-food.com
Outcome Health,https://www.crunchbase.com/organization/outcomehealth,Active,For Profit,Private,$100M to $500M,251-500,"Chicago, Illinois, United States",Private Equity,500000000,USD,500000000,"Founded in 2006, Chicago-based Outcome Health (formerly ContextMedia) delivers better health outcomes and impacts the human condition positively through technology. The company has doubled each year in its scale of technology implementation at outpatient healthcare facilities, business partnerships with global life sciences and medical device companies, product innovation and team growth. Decision platforms such as digital anatomy boards, interactive educational tablets and mobile connectivity in consultation rooms deliver measurable outcomes through actionable intelligence on conditions, treatments and lifestyle changes to improve the quality of life. After going to market with its Waiting Room TV in 2006, Outcome Health launched the Exam Room Tablet in October 2013, the first, fully-interactive and patient driven patient education tool at point of care. In 2015, Outcome Health launched two new products, Patient Mobile Connect and Digital Exam Room Wallboards, to improve care coordination, compliance, and physician-patient interactions. In 2016, Outcome Health acquired AccentHealth, doubling its footprint and network platform. Outcome Health plans to introduce its technology platform in all of these healthcare locations to drive critical conversations and important decisions, impacting 500M patient visits annually. In January 2017, the company changed its name to Outcome Health, to better align with its aspiration to activate the best health outcome possible for every person in the world.","Digital Media, Health Care, Information Technology, Life Science, Medical Device",Outcome Health delivers better health outcomes and impacts the human condition positively through technology.,2006-01-01,year,http://www.outcomehealth.com
