Organization Name,Organization Name URL,Operating Status,Company Type,IPO Status,Estimated Revenue Range,Number of Employees,Headquarters Location,Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Full Description,Industries,Description,Founded Date,Founded Date Precision,Website
Zencity,https://www.crunchbase.com/organization/zencity,Active,For Profit,Private,Less than $1M,101-250,"Tel Aviv, Tel Aviv, Israel",Venture - Series Unknown,51200000,USD,51200000,"Zencity uses AI and big data to reinvent the way local governments make decisions. Its platform helps cities, counties, and other government agencies understand their residents' real needs and priorities, eliminating the guesswork from policymaking. Together with our government partners, Zencity is setting a new standard for performance management in local government. With minimal integration or overhead, Zencity gathers and analyzes millions of resident-generated feedback points from online and offline channels. Then, using advanced AI and machine learning, Zencity distills reliable, actionable insights from this data. Local governments use Zencity’s insights to better prioritize resources, track performance more effectively, and - perhaps most importantly - connect more deeply with their communities.","Analytics, Artificial Intelligence, GovTech, Machine Learning, SaaS",Leading global community engagement SaaS technology platform for local governments,2015-06-01,month,http://www.zencity.io
Nautilus Labs,https://www.crunchbase.com/organization/nautilus-labs-2,Active,For Profit,Private,Less than $1M,51-100,"New York, New York, United States",Series B,47000000,USD,47000000,"Nautilus Labs is a maritime technology company that reduces emissions while maximizing commercial returns. The company’s collaborative Voyage Optimization solution offers the most accurate real-time prediction of voyage outcomes in the market. Powered by millions of data points, Nautilus leverages machine learning and naval architectural models to generate ship-specific recommendations. The solution empowers ocean shipping leaders to transform how voyages are run, unlocking decarbonization, profitability, and just-in-time arrival. With hubs in New York, Singapore, London, and Paris, the company is backed by the Microsoft Climate Innovation Fund and M12.","Artificial Intelligence, Information Technology, Machine Learning, Marine Transportation, Shipping, Software",Nautilus Labs is a maritime technology company that reduces emissions while maximizing commercial returns.,2016-10-18,day,https://nautiluslabs.com
Fyle,https://www.crunchbase.com/organization/fyle,Active,For Profit,Private,$1M to $10M,101-250,"Bengaluru, Karnataka, India",Series A,10361312,USD,10361312,"Fyle is a real-time expense management solution that connects to credit cards (corporate credit cards and small business credit cards) that customers already have, instead of switching them to a different card. Fyle enables small businesses to have better control and visibility into employee spend by making it easy for employees to turn in receipts with a single click. Employees who use Fyle get an instant SMS when they make a purchase on the company card, to which they can reply to with the photo of the receipt.","Accounting, Artificial Intelligence, Business Information Systems, Business Travel, Finance, FinTech, SaaS",Fyle offers real-time expense management software for smbs on credit cards they already have.,2016-02-16,day,https://www.fylehq.com
Validere,https://www.crunchbase.com/organization/validere-technologies,Active,For Profit,Private,Less than $1M,51-100,"Calgary, Alberta, Canada",Series B,69261264,USD,69261264,"Validere enables industry participants to optimize operational and trading decisions through a real-time view of their product quality data.  The company delivers advanced quality intelligence for O&G companies to know true product quality in real-time and optimize logistics and trading. Active deployments across leading producers and midstream organizations are yielding significant cost savings and revenue enhancements. Validere was founded by Harvard graduate and award-winning scientist Dr. Ian Burgess and entrepreneur Nouman Ahmad, who both recognized the enormous opportunity to bring data transparency to oil and gas.","Advanced Materials, Artificial Intelligence, Energy, Hardware, Internet of Things, Oil and Gas, Software",Validere builds software and hardware solutions that improve visibility and trust in oil testing.,2015-01-01,year,http://validere.com/
MOSTLY AI,https://www.crunchbase.com/organization/mostly-ai,Active,For Profit,Private,$1M to $10M,11-50,"Vienna, Wien, Austria",Series B,31145550,USD,31145550,"MOSTLY AI pioneered the creation of synthetic data for AI model development and software testing. MOSTLY AI’s synthetic data sets look just as real as a company’s original customer data with just as many details, but without the original personal data points – thus helping companies comply with privacy protection regulations such as GDPR, and ensuring models are fair and unbiased. The fast-growing company currently works with multiple Fortune 100 banks and insurers in North America and Europe, and has the deepest expertise in helping companies get business value out of synthetic data.","Artificial Intelligence, Big Data, Information Technology, Machine Learning, Predictive Analytics",MOSTLY AI specializes in tabular synthetic data.,2017-02-01,day,https://mostly.ai/
Webio,https://www.crunchbase.com/organization/webio,Active,For Profit,Private,Less than $1M,11-50,"Dublin, Dublin, Ireland",Series A,5171163,USD,5171163,"The Conversational Middleware Company(tm) bringing the promise of conversational interfaces to the enterprise. Enable your customers to conduct simple and more complex interactions through ""over the top"" communications applications such as Facebook Messenger, Viber, and WhatsApp combined with VoiceFirst interfaces such as Alexa and Google Home. Webio's powerful API's enable you to integrate organisational data, people and services into the flow of your customer interactions.","Artificial Intelligence, Facebook, Messaging, Social Network, Software",The Conversational Middleware Company(tm) bringing the promise of conversational interfaces to the enterprise.,2016-02-03,day,https://webio.com
Helm.ai,https://www.crunchbase.com/organization/helm-ai,Active,For Profit,Private,$10M to $50M,11-50,"Menlo Park, California, United States",Series B,69000000,USD,69000000,Helm.ai is a scalable artificial intelligence for autonomous vehicle.,"Artificial Intelligence, Automotive, Autonomous Vehicles, Machine Learning, Software",Helm.ai is a scalable artificial intelligence for autonomous vehicle.,2016-01-01,year,http://www.helm.ai
Metagenomi,https://www.crunchbase.com/organization/metagenomi,Active,For Profit,Private,,101-250,"Emeryville, California, United States",Series B,276973182,USD,276973182,,"Artificial Intelligence, Biotechnology, Machine Learning",Metagenomi is using the power of metagenomics and machine learning to discover novel genome editing systems.,2018-01-01,day,https://www.metagenomi.co/
InstaDeep,https://www.crunchbase.com/organization/instadeep,Active,For Profit,Private,Less than $1M,101-250,"London, England, United Kingdom",Series B,107000000,USD,107000000,"InstaDeep is an EMEA leader in decision-making AI products for the Enterprise, with headquarters in London, and offices in Paris, Tunis, Lagos, Dubai and Cape Town. With expertise in both machine intelligence research and concrete business deployments, the Company provides a competitive advantage to its partners in an AI-first world. Leveraging its extensive knowhow in GPU-accelerated computing, deep learning and reinforcement learning, InstaDeep has built products, such as its novel DeepChain™ platform, that tackle the most complex challenges across a range of industries. InstaDeep has also developed collaborations with global leaders in the Artificial Intelligence ecosystem, such as Google DeepMind, NVIDIA and Intel. The Company is part of Intel’s AI Builders program and was named an Elite Preferred Deep Learning Partner by NVIDIA",Artificial Intelligence,"InstaDeep delivers AI-powered decision-making systems for the Enterprise, to solve some of the world’s most complex industrial problems.",2015-10-08,day,http://www.instadeep.com/
Dental Monitoring,https://www.crunchbase.com/organization/dental-monitoring,Active,For Profit,Private,$10M to $50M,251-500,"Paris, Ile-de-France, France",Private Equity,232400441,USD,232400441,"Dental Monitoring was founded in 2014 by its CEO, Philippe Salah, who holds a MS in Bioinformatics and a PhD in Biophysics from Ecole Polytechnique, Paris. From humble beginnings they have experienced a remarkable growth, from a handful of forward-thinkers to an international team of more than 400 people in Europe, the USA, Australia, Hong Kong and Singapore.","Artificial Intelligence, Dental, Health Care, Machine Learning, Medical, Medical Device","Dental Monitoring is an AI-based, remote monitoring platform for the orthodontics industry.",2014-01-01,month,http://dental-monitoring.com
ScienceLogic,https://www.crunchbase.com/organization/sciencelogic,Active,For Profit,Private,$10M to $50M,251-500,"Reston, Virginia, United States",Series E,214000000,USD,214000000,"ScienceLogic is a provider of AI-driven monitoring solutions for hybrid cloud management. The company specializes in hybrid IT service assurance. Over 50,000 global service providers, enterprises, and government organizations rely on ScienceLogic to significantly enhance IT efficiency, optimize operations, and ensure business continuity.  The company is a monitoring solution that provides a comprehensive, real-time view of all IT components, whether they reside in a public cloud environment or on-premises. With hundreds of packaged management apps and custom automation capabilities, they deliver the global scale, resiliency, and automation needed to simplify the constantly evolving task of managing IT infrastructure, applications, and services.","Analytics, Artificial Intelligence, Cloud Data Services, Cloud Management, IT Management",ScienceLogic is a provider of AI-driven monitoring solutions for hybrid cloud management.,2003-01-01,year,http://www.sciencelogic.com
TabSquare,https://www.crunchbase.com/organization/tabsquare,Active,For Profit,Private,$1M to $10M,101-250,"Singapore, Central Region, Singapore",Secondary Market,28230000,USD,28230000,"TabSquare provides AI-Powered 'Smart' In-Restaurant solutions to the F&B industry that leverage rich consumer data and deep learning algorithms to provide an engaging dining experience for restaurants’ diners and helps to double restaurants’ profitability. TabSquare’s solutions currently collect over 30 million customer interaction data points on a monthly basis. With a unique data-driven approach to restaurant management and customer engagement, TabSquare helps partner restaurants drive higher sales, streamline operations, and provide a better customer experience. A Market Leader in Singapore with customers in Australia, Malaysia, Indonesia, and Thailand.  TabSquare currently has 6000 active terminals in the region, serving over 12 million diners annually. Clients include well-known F&B brands such as Minor Food Group, Sushi Tei, Paradise Food Group, Japan Foods Holding, Zingrill Holdings, Chili’s, Strike Bowling, Old Town White Coffee, and PappaRich.","Analytics, Artificial Intelligence, Food and Beverage, Hospitality, Machine Learning, Restaurants, Software",TabSquare offers F&B digital ordering systems using AI to make personalised menu recommendations and boost revenues for restaurants.,2012-05-01,month,https://www.tabsquare.ai
Aware,https://www.crunchbase.com/organization/AwareHQ,Active,For Profit,Private,Less than $1M,101-250,"Columbus, Ohio, United States",Series C,88050000,USD,88050000,"Aware is a cloud intelligence platform that adopts the latest advancements in cognitive computing, artificial intelligence, and behavioral analytics to amplify enterprise value by monitoring the social graph. They harness the power of their platform’s insights into human behavior and interactivity to create great value for the enterprise. They have only built a fraction of what they imagined and now they are looking for incredibly talented people to help us achieve their aspirational vision.","Artificial Intelligence, Business Intelligence, Cyber Security, Enterprise Software, Risk Management","Aware is an AI solution that analyzes human behavior and provides modern governance, risk, and compliance controls.",2017-01-12,day,https://www.awarehq.com/
Credo AI,https://www.crunchbase.com/organization/credo-ai,Active,For Profit,Private,,11-50,"Palo Alto, California, United States",Series A,18300000,USD,18300000,"Credo AI is the world's first comprehensive AI governance SaaS product which puts AI ethics into action. In addition it empowers business and technical stakeholders to measure, manage & monitor AI introduced risks, to ensure ethical, auditable and compliant AI development at scale.","Artificial Intelligence, Machine Learning, SaaS",Empowering organizations to create AI with the highest ethical standard.,2020-03-01,month,https://www.credo.ai/
Eigen Technologies,https://www.crunchbase.com/organization/eigen-technologies,Active,For Profit,Private,$1M to $10M,101-250,"New York, New York, United States",Series B,59382863,USD,59382863,"Eigen is a Intelligent Document Processing company that enables its clients to quickly and precisely extract answers from their documents, so they can better manage risk, scale operations, automate processes and navigate dynamic regulatory environments.   Eigen’s customizable natural language processing platform uses machine learning to automate the extraction of answers from documents and can be applied to a wide variety of use cases. It understands context and delivers better accuracy on far fewer training documents, while protecting the security of clients’ data.    Founded in 2015, our clients include some of the most well-known and respected names in finance, law and professional services, including Goldman Sachs, ING, BlackRock and Allen & Overy. One-third of all G-SIBs use Eigen to overcome their document or data challenges. To date, Eigen has raised over $60m across two funding rounds from Goldman Sachs, Temasek, Lakestar, Dawn Capital and ING Ventures.","Artificial Intelligence, Business Information Systems, Document Management, Machine Learning, Natural Language Processing","Eigen is a research-driven AI company specializing in NLP for businesses in finance, law, and professional services.",2015-08-24,day,http://www.eigentech.com/
AB Tasty,https://www.crunchbase.com/organization/ab-tasty,Active,For Profit,Private,$1M to $10M,101-250,"Paris, Ile-de-France, France",Series C,65713293,USD,65713293,"AB Tasty offers feature management, experimentation, and personalization solutions, helping businesses launch better products faster and drive more conversions, engagement and revenue on all their digital assets and channels. It provides marketing, product, and technical teams with a comprehensive brand and product experience optimization platform, allowing them to turn website, mobile or application visitors into customers, subscribers or leads while delivering outstanding customer experiences, aligned with business KPIs.","A/B Testing, Analytics, Artificial Intelligence, Machine Learning, SaaS, Software, Test and Measurement, Usability Testing","AB Tasty offers AI-driven experimentation, personalization, and product optimization platforms for user testing.",2009-12-12,day,http://www.abtasty.com
Dyno Therapeutics,https://www.crunchbase.com/organization/dyno-therapeutics,Active,For Profit,Private,$10M to $50M,51-100,"Cambridge, Massachusetts, United States",Series A,109000000,USD,109000000,"Dyno Therapeutics is pioneering an artificial intelligence (AI) powered approach to gene therapy. Using machine learning and quantitative high-throughput in vivo experimentation, we are inventing new ways to design gene vectors with a focus on cell-targeting capsid proteins from adeno-associated virus (AAV), the most widely-used vector for gene therapies.","Artificial Intelligence, Biotechnology, Health Care",Dyno Therapeutics is a biotechnology company that uses artificial intelligence for gene therapy.,2018-01-01,year,https://www.dynotx.com
Doxel,https://www.crunchbase.com/organization/doxel,Active,For Profit,Private,$1M to $10M,51-100,"Redwood City, California, United States",Series B,56500000,USD,56500000,"Doxel brings predictability to construction projects with critical insight to avoid delays and cost overruns. Doxel is a ""Waze for Construction"" platform for construction that helps building owners and contractors navigate problems before they happen. It was introduced in 2016 and operates in Redwood City, California.","Artificial Intelligence, Enterprise Software, Machine Learning",Doxel delivers an AI-powered project controls platform that predicts costly delays and cost overruns on construction projects.,2016-01-01,year,http://www.doxel.ai/
Kitman Labs,https://www.crunchbase.com/organization/kitman-labs,Active,For Profit,Private,$1M to $10M,101-250,"Dublin, Dublin, Ireland",Series C,76498273,USD,76498273,"Kitman Labs is a sports analytics company that uses artificial intelligence to increase athlete performance and health. It is driven by a mission is to enable the sports team to win by increasing player availability through injury reduction.  The company believes that winning has as much to do with science as it does with desire. By accurately capturing relevant athlete data and applying algorithms grounded in scientific research, Kitman's products and services provide actionable insights that improve player availability and deliver stronger team results. Kitman Labs is the only company serving the elite athlete marketplace providing accurate, marker-less motion capture and delivering real-time alerts that enable coaches and staff to take preventative actions before injuries occur.","Analytics, Artificial Intelligence, Fitness, Information Services, Sports",Kitman Labs is a sports analytics platform that generates insights to help professional athletes perform better.,2012-11-01,day,http://kitmanlabs.com
Pymetrics,https://www.crunchbase.com/organization/pymetrics,Active,For Profit,Private,$10M to $50M,51-100,"New York, New York, United States",Series B,56630000,USD,56630000,"Pymetrics develops neuroscience-based assessment and prediction technology to transform the way companies hire, retain, and develop their employees. It offers cognitive and emotional assessment solutions; and a personalized and dynamic recommendation engine for recruiting/hiring, retaining, and developing talent.  Frida E. Polli and Julie Yoo founded Pymetrics in September 2013. Its headquarters is in New York City.","Artificial Intelligence, Intelligent Systems, Neuroscience, Recruiting, Software, Staffing Agency",Pymetrics develops neuroscience-based assessment and prediction technology for staffing services.,2011-01-01,year,https://www.pymetrics.ai
Slingshot Aerospace,https://www.crunchbase.com/organization/slingshot-aerospace,Active,For Profit,Private,Less than $1M,51-100,"Austin, Texas, United States",Grant,69670000,USD,69670000,"Slingshot Aerospace builds world-class space simulation and analytics solutions. We are driven by our vision of accelerating space sustainability to create a safer, more connected world. Space is increasingly complex due to the exponential growth of global launch activity, the proliferation of new data sources, and the ever-growing body of new satellites and debris. Organizations are making mission-critical decisions in this high-risk environment and they need the right information at the right time. Slingshot Aerospace empowers government and commercial space organizations to better design, manage, and safeguard their assets, as well as mitigate risks, to ensure safe and reliable operations for all space-faring users. We are achieving this by bringing the space domain into the digital environment and fusing together data from different sources to provide a full, dynamic orbital picture. In doing so, Slingshot Aerospace customers can make decisions at the speed of relevance and achieve clarity in complex environments.","Aerospace, Analytics, Artificial Intelligence, Machine Learning, Software",We build space simulation and analytics solutions to bring clarity to complex environments and create a safer world.,2016-08-01,day,http://www.slingshotaerospace.com
Descartes Labs,https://www.crunchbase.com/organization/descartes-labs,Active,For Profit,Private,Less than $1M,101-250,"Santa Fe, New Mexico, United States",Series B,58000000,USD,58000000,"Descartes Labs is a technology company that automates the analysis of geospatial data to help organizations answer key questions about the physical world. With our SaaS platform, we enable the analysis of earth observation data at scale, providing services and solutions across commodity sourcing and forecasting, resource exploration, and climate resilience, while also supporting diverse federal government efforts to gather, analyze, and provide actionable insights from geospatial data. Descartes Labs has over 120 employees and is headquartered in Santa Fe, New Mexico.","Agriculture, Analytics, Artificial Intelligence, Consumer Goods, Geospatial, Government, Image Recognition, Machine Learning, Mining, SaaS",Enabling a better understanding of the physical world through the scalable analysis of geospatial data.,2014-01-01,year,http://www.descarteslabs.com/
Netomi,https://www.crunchbase.com/organization/netomi,Active,For Profit,Private,$1M to $10M,51-100,"San Francisco, California, United States",Series B,52000000,USD,52000000,"Netomi is a provider of AI-first customer experience designed for the Relationship Economy. Netomi's AI-powered virtual agents automatically resolve 80% of routine customer service inquiries, decreasing resolution time, increasing customer satisfaction and support quality, while reducing costs. The patented, no-code platform works across messaging, chat, email and voice, and understands 100+ languages. Netomi is based in San Mateo and has offices in New York, Toronto and India.","Artificial Intelligence, Customer Service, Digital Marketing, Enterprise Software, Machine Learning, SaaS, Software",An AI-first customer service platform that enables companies to deliver the highest quality customer experiences.,2015-05-01,month,https://www.netomi.com/
Encord,https://www.crunchbase.com/organization/cord-0d3f,Active,For Profit,Private,Less than $1M,11-50,"London, England, United Kingdom",Series A,19625000,USD,19625000,"Encord's mission is to enable every company to harness the power of AI by alleviating the cumbersome process of making unstructured data readable by machines and make it easy to build computer vision models. Machine learning and data operations teams of all sizes use Encord's collaborative applications, automation features, and APIs to build models & annotate, manage, and evaluate their datasets.","Artificial Intelligence, Computer Vision, Machine Learning, Software",The platform for data-centric computer vision,2020-01-01,year,https://encord.com
IUNU,https://www.crunchbase.com/organization/iunu,Active,For Profit,Private,$1M to $10M,11-50,"Seattle, Washington, United States",Series B,45706954,USD,45706954,"IUNU is an industrial computer vision company that connects plants, facilities, and people through a single interface. Luna turns commercial greenhouses into precise, predictable, demand-based manufacturers. Luna is an AI born in the heart of Seattle; trained in Silicon Valley and the greenhouses of Skagit Valley; accessible from everywhere. Founded in 2013, iUNU is an industrial computer vision company headquartered in Seattle, with offices in San Francisco and San Diego.","Agriculture, Artificial Intelligence, Computer, Industrial, Renewable Energy","IUNU is an industrial computer vision company that connects plants, facilities, and people through a single interface.",2013-01-01,year,https://iunu.com/
Virtual Facility,https://www.crunchbase.com/organization/virtual-facility,Active,For Profit,Private,$1M to $10M,11-50,"New York, New York, United States",Seed,9000000,USD,9000000,"Virtual Facility offers institutional customers an ML powered building intelligence solution to better understand, control, predict, and reduce operational expenditures through better work. Our SaaS offering leverages today’s latest technology stacks and ML to drive analytics that provide real-time engineering and operations management support to customers such as hospitals, universities and large scale commercial facilities. The modular suite of products empower facility managers and their staff with automated intelligence to keep operations as lean as possible.","Artificial Intelligence, Energy Management, Facility Management, Real Estate, SaaS, Smart Building",Building Intelligence Software Solutions,2018-01-01,year,https://www.virtualfacility.ai
Decibel,https://www.crunchbase.com/organization/decibel-insight,Active,For Profit,Private,Less than $1M,101-250,"London, England, United Kingdom",Series B,66000000,USD,66000000,"Decibel reveals exactly how users behave on websites and apps, making it easy for enterprise businesses to quantify and improve the customer experience at every digital touchpoint. Decibel is powered by machine learning, their award-winning technology processes hundreds of revolutionary behavioral metrics – from mouse movements and device rotations, to pop-ups and errors – capturing an accurate picture of every user’s on-page experience. The world’s largest brands – including Lego, General Motors, British Airways, and AllState Insurance – use Decibel to pinpoint opportunities to improve the customer experience and collaborate across their organizations to put the customer first.","Analytics, Artificial Intelligence, Enterprise Software, Information Technology, Machine Learning, SaaS, Software",Decibel is a real-time intelligence platform that enables businesses to measure and improve online customer experiences.,2014-09-06,day,https://www.decibel.com/
Logically,https://www.crunchbase.com/organization/the-logic-ally,Active,For Profit,Private,$10M to $50M,101-250,"London, England, United Kingdom",Series A,36723285,USD,36723285,"Logically combines artificial intelligence with expert analysts  to reduce the individual, institutional, and societal damage caused by misleading and deceptive online discourse. Working with governments and organisations around the world, Logically's unique combination of artificial and expert intelligence means we can apply scale and nuance to the problems of mis- and disinformation, detecting, triaging, and responding to issues, as well as predicting and preventing emerging threats.","Apps, Artificial Intelligence, Machine Learning, Natural Language Processing, News, Social Entrepreneurship, Software",Logically combines artificial intelligence with expert analysts to reduce the harms caused by mis- and disinformation at speed and at scale.,2017-06-07,day,https://www.logically.ai/
Salla,https://www.crunchbase.com/organization/salla,Active,For Profit,Private,Less than $1M,11-50,"Makkah, Makkah, Saudi Arabia",Series A,8500000,USD,8500000,"Salla a Saudi-based e-commerce platform that allows users to set up their e-commerce store in Arabic and sell their products and services to customers. In addition, users can set up their own branded store (with their own domain name) by selecting a design of their liking available on Salla. The owners of the e-commerce stores can then manage their inventory by using Salla’s website or app. Salla provides different types of reports and tools that help store owners with automatic invoices, integration, Instagram, customer database, the ability to block customers, pin favorite products, have offers and discounts, and more.","E-Commerce, Information Technology, Internet, Predictive Analytics",Salla allows users to easily set up an e-commerce store in Arabic through their platform.,2016-01-01,year,https://salla.sa/
Posh,https://www.crunchbase.com/organization/posh-bb65,Active,For Profit,Private,$100M to $500M,1-10,"Boston, Massachusetts, United States",Non-equity Assistance,27540000,USD,27540000,"Posh is a conversational AI and NLP technology development company that enables developers to deliver a new way to interact with users. With Posh, website actions that takes minutes to complete can be sped up to just seconds with a simple message from bots. Companies in finanical services, healthcare, utilities, and beyond are using the Posh platform to re-create call centers and automate routine requests for both customers and staff while saving time and money. The company wants to make the internet experience easier and more enjoyable. Posh was launched on 2015 and is based in Boston, Massachusetts.","Artificial Intelligence, Human Computer Interaction, Information Technology, Internet, Machine Learning, Natural Language Processing",Posh is a conversational AI and NLP technology development company that enables developers to deliver a new way to interact with users.,2015-01-01,year,https://www.posh.tech
Tricog Health,https://www.crunchbase.com/organization/tricog-health-services-pvt-ltd,Active,For Profit,Private,$1M to $10M,11-50,"Singapore, Central Region, Singapore",Non-equity Assistance,15000000,USD,15000000,"In 2014, 5 million Indians suffered a heart attack. 3 million of them did not survive. From the other 2 million, many have sustained irreparable damage to the heart. In spite of the alarming increase in heart patients, we lack immediate diagnosis and coordination systems. The likelihood of surviving a heart attack is over 80% if action is taken within the first 2 hours. However, the average time between symptoms and treatment in India is over 6 hours. By simply reducing this, millions of lives can be saved every year. While heart attacks can be detected by a quick and inexpensive test called an ECG, we continue to be victims of two critical setbacks. Firstly, most primary care clinics are not equipped with ECG machines owing to their high cost and complex nature. Secondly, a lot of the primary care doctors do not receive sufficient training in ECG interpretation.","Analytics, Health Care, Health Diagnostics, Medical, Predictive Analytics",Predictive Healthcare Analytics Company,2014-11-01,month,http://www.tricog.com
Mendel.ai,https://www.crunchbase.com/organization/mendel-health,Active,For Profit,Private,$1M to $10M,11-50,"San Jose, California, United States",Series B,65400000,USD,65400000,"Mendel.ai transforms unstructured EMR data and clinical literature into comprehensive and compliant analytics-ready data. Mendel uses their novel AI aided by clinical experts to streamline global oncology research by organizing real-world data and automating clinical trials. They build software to solve problems at each stage of the clinical trial process, from feasibility to post-trial pharmacovigilance.","Analytics, Artificial Intelligence, Health Care, Life Science, Medical",Mendel.ai transforms unstructured EMR data and clinical literature into comprehensive and compliant analytics-ready data.,2017-02-01,day,https://mendel.ai/
CollPoll,https://www.crunchbase.com/organization/collpoll,Active,For Profit,Private,$1M to $10M,11-50,"Bangalore, Karnataka, India",Venture - Series Unknown,2762589,USD,2762589,"CollPoll integrates an intuitive interaction model with artificial intelligence system and advanced analytics to help stakeholders in an education institution communicate, collaborate and make timely well-informed decisions. powers up every part of an institution, be it academics, admissions, campus life or placements.","Artificial Intelligence, E-Learning, Education",CollPoll integrates an intuitive interaction model with artificial intelligence system and advanced analytics.,2013-01-01,year,http://www.collpoll.com
Ordergroove,https://www.crunchbase.com/organization/ordergroove,Active,For Profit,Private,$10M to $50M,51-100,"New York, New York, United States",Series C,30000000,USD,30000000,"Ordergroove’s AI-enabled Relationship Commerce Cloud™ transforms enterprise and emerging brands' and retailers' businesses from episodic transactions to recurring revenue streams. Offerings include subscriptions, memberships, predictive reordering and other frictionless experiences. The platform is agnostic to a client's existing systems and fully omnichannel ready, live in 100+ eCommerce sites and over 5,000 stores at the POS as well as new commerce channels including SMS and voice. Client results repeatedly demonstrate a material increase in consumer annual spend and LTV, with > 60% incrementality evident within 6 months post consumer enrollment. The company is headquarter in New York City","Advertising, Artificial Intelligence, B2B, E-Commerce, Enterprise Software, Subscription Service","Ordergroove transforms brands & retailers from episodic transactions to recurring revenue via frictionless, recurring customer experiences.",2010-01-01,year,http://www.ordergroove.com
Baseten,https://www.crunchbase.com/organization/baseten,Active,For Profit,Private,,1-10,"San Francisco, California, United States",Series A,20000000,USD,20000000,,"Artificial Intelligence, Developer Tools, Machine Learning, Software, Software Engineering",The fastest way to build machine-learning powered applications.,2019-01-01,year,https://www.baseten.co/
CropSafe,https://www.crunchbase.com/organization/cropsafe,Active,For Profit,Private,Less than $1M,1-10,"Belfast, Belfast, United Kingdom",Seed,3000000,USD,3000000,"A simple online platform utilizing satellite imagery to accurately detect and predict impending diseases within your crops, providing relief solutions directly to the landowner.","Agriculture, Artificial Intelligence, FinTech, Image Recognition",CropSafe Simplified insights & financing using satellite data to help you make more profitable decisions on the farm.,2019-01-01,year,http://cropsafe.io/
Verse.io,https://www.crunchbase.com/organization/agentology,Active,For Profit,Private,Less than $1M,101-250,"San Diego, California, United States",Series A,17300000,USD,17300000,"The smartest way to engage & convert your inbound leads into qualified, sales-ready opportunities, using our unique blend of 2-way SMS, AI driven follow-up, and highly trained reps.","Artificial Intelligence, Lead Management, Marketing, Marketing Automation, Messaging, Sales Automation, SMS, Software",Verse turns new leads into sales ready opportunities through immediate AI-Driven and Human-Powered conversations at scale.,2014-01-01,day,https://www.verse.io
Capacity,https://www.crunchbase.com/organization/capacityai,Active,For Profit,Private,$1M to $10M,51-100,"Saint Louis, Missouri, United States",Series C,61500000,USD,61500000,"Capacity is an AI-powered helpdesk that automates support for customers and employees. Capacity connects apps, mines documents, spreadsheets, and web pages, and captures the tacit knowledge of an organization—making it all instantly accessible via chat. They have a rapidly growing customer base across several verticals, particularly financial services, HR, healthcare, and education. The company's customers include Newell Brands, USA Mortgage, West Community Credit Union, Total Access Urgent Care, Maryville University, Framecad, and EXL, among others. Capacity was founded in 2017 by David Karandish and Chris Sims and is part of the Equity.com incubator. It is headquartered in St. Louis, Missouri.","Artificial Intelligence, Customer Service, Information Services, Machine Learning, Natural Language Processing, SaaS, Software",Capacity is an AI-powered helpdesk that automates support for customers and employees.,2017-01-02,day,https://capacity.com
Joveo,https://www.crunchbase.com/organization/joveo,Active,For Profit,Private,$1M to $10M,101-250,"Menlo Park, California, United States",Series B,17500000,USD,17500000,"Joveo, the global leader in programmatic job advertising, is changing the way recruitment media buying is done. The Joveo platform enables businesses to buy, manage, and track recruitment media, including job sites, social and search marketplaces, and the whole World Wide Web, to attract and hire the most relevant applicants on time, within their budget. Powering more than 20 million jobs every day, Joveo’s data-driven recruitment advertising platform uses advanced data science and machine learning to dynamically manage and optimize talent sourcing and applications across all online channels, while providing real-time insights at every step of the job seeker journey from click to hire.","Advertising, Analytics, Artificial Intelligence, Human Resources, Intelligent Systems, Machine Learning, Recruiting, SaaS",The Global Leader in Programmatic Job Advertising,2017-01-01,year,https://www.joveo.com/
Sonrai Analytics,https://www.crunchbase.com/organization/sonrai-analytics,Active,For Profit,Private,,1-10,"Belfast, Belfast, United Kingdom",Seed,2800000,GBP,3476478,Sonrai develop applications and interfaces to utilize the data and the resultant outputs of analysis and combine this with AI and ML to make your data predictive.,"Analytics, Artificial Intelligence, Data Integration, Machine Learning",Sonrai Analytics develop applications and interfaces to utilize the data and the resultant outputs of analysis.,2018-01-01,year,https://sonraianalytics.com/
Draup,https://www.crunchbase.com/organization/draup,Active,For Profit,Private,$10M to $50M,501-1000,"Houston, Texas, United States",Series A,20000000,USD,20000000,"Draup is an AI tool that equips sales teams with account and stakeholder intelligence to enable microtargeting and account-based planning. Draup (Powered by Zinnov) brings together Big Data, Machine Intelligence, Human Curation, and years of advisory/domain expertise on data sets to provide multi-dimensional knowledge for sales enablement. The platform is powered by machine-generated insights and models, which are augmented by a team of analysts adding their learning-based insights to provide knowledge about companies, executives, competitors, and the broader ecosystem. Incubated in Zinnov, Draup is building a new product led by Serial Entrepreneurs with more than 20 years of industry experience, with a good track record of building and selling off a very successful start-up.","Artificial Intelligence, Big Data, Business Intelligence, Machine Learning, Productivity Tools, Sales, Software",Draup is an AI tool that equips sales teams with account and stakeholder intelligence to enable microtargeting and account-based planning.,2017-06-01,day,https://draup.com
