Organization Name,Organization Name URL,Operating Status,Company Type,IPO Status,Estimated Revenue Range,Number of Employees,Headquarters Location,Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Full Description,Industries,Description,Founded Date,Founded Date Precision,Website
HopFlyt,https://www.crunchbase.com/organization/hopflyt,Active,For Profit,Private,,1-10,"Lusby, Maryland, United States",Seed,311700,USD,311700,HopFlyt’s mission is to be the world leader in aerial mobility under 200 miles.  They are building the world’s most aerodynamically advanced electric Vertical Takeoff and Landing (eVTOL) aircraft that transports urban commuters farther and faster for less and they are dedicated to emissions-free.,"3D Printing, Aerospace, Innovation Management",HopFlyt develops aviation technologies that save people time in urban commutes.,2016-01-01,year,https://hopflyt.com/
UCAS,https://www.crunchbase.com/organization/ucas-e180,Active,For Profit,Private,,101-250,"Haidian, Beijing, China",Series D,33421712,USD,33421712,,"Aerospace, Electronics, Manufacturing","UCAS provides advanced electronic products and system solutions in the fields of aviation, aerospace and military.",2004-11-25,day,http://www.ucas.com.cn/
TrueBizon,https://www.crunchbase.com/organization/truebizon,Active,For Profit,Private,Less than $1M,1-10,"Tokyo, Tokyo, Japan",Venture - Series Unknown,25000000,JPY,230489,TrueBizon is a Startup to provide a sharing service over the sky using a drone.,Aerospace,TrueBizon is a Startup to provide a sharing service over the sky using a drone,2014-01-01,day,https://www.truebizon.com/
Cloudline,https://www.crunchbase.com/organization/cloudline,Active,For Profit,Private,,1-10,"Cape Town, NA - South Africa, South Africa",Seed,140000,USD,140000,Cloudline leverages lighter-than-air technology and the latest developments in unmanned aerial vehicles to deliver essential goods and services to the 1 billion people without direct access to roads and runways.,Aerospace,Cloudline leverages lighter-than-air technology and developments in unmanned aerial vehicles to deliver essential goods and services.,2017-01-01,year,https://flycloudline.com/
Skyhook,https://www.crunchbase.com/organization/mymxlog,Active,For Profit,Private,$1M to $10M,1-10,"Hafnarfjörður, Gullbringusysla, Iceland",Grant,746749,USD,746749,"Skyhook.is is a service that enables you to manage all your recent aviation experience, continuous requirements, licenses, certificates and much more. Their service also allows you to produce professional reports easily. Skyhook.is was founded in 2010, but the idea initially began in 2008 when they noticed the lack of a good online solution for the newly established EASA regulations in regards to individual requirements for Aviation Technicians and their licenses. They launched in June 2011. They are a slow-growing yet very personable online software service company or as they call it in the business Software as a Service SaaS. They are a building a service that they’d like to do business with theirselves. They aim to WOW you. You can be assured that you won’t find anyone more passionate about your success in this field.","Aerospace, Information Technology, Professional Services, Software","Skyhook is a service that enables you to manage all your recent aviation experience, continuous requirements, licenses, certificates etc.",2010-01-01,year,http://skyhook.is
TEAM Accessories,https://www.crunchbase.com/organization/team-accessories,Active,For Profit,Private,,11-50,"Dublin, Dublin, Ireland",Private Equity,5000000,EUR,5575690,"TEAM Accessories specialises in the maintenance, repair and overhaul of a wide variety of aviation engines and airframes and is fully approved and regulated by the relevant bodies and standard authorities.","Aerospace, Air Transportation","TEAM Accessories provides overhaul, testing and repair services for the aerospace and industrial sectors.",1995-01-01,year,https://team-accessories.aero/
Zulu Pods,https://www.crunchbase.com/organization/zulu-pods,Active,For Profit,Private,,1-10,"Davie, Florida, United States",Pre-Seed,425000,USD,425000,"Zulu Pods’ unique and patented technology, starting with the ZPod, seeks to revolutionize lubrication systems used in most traditional bearing and gear applications. Ultimately, Zulu Pods seeks to design better aerospace mechanical systems. The ZPod is the world’s first self-contained, sealed, oil tank and pump that can be easily installed into existing traditional expendable and attritable jet engines. ZPods also represent a lifesaving lubrication reservoir system for military helicopters that can extend functionality in a loss-of-lubrication event, providing more time for both pilot and helicopter to reach safety. Zulu Pods’ co-founder, co-inventor, and CTO Daniella Sladen is a Latina, a daughter of immigrants, a first-generation college student, a mother, and a proud female leader in aerospace engineering.","Aerospace, Air Transportation, Military",Zulu Pods is an aerospace Technology start-up that develops a lubrication systems for automotive engines.,2020-07-27,day,https://www.zulupods.com
Groupe Meloche,https://www.crunchbase.com/organization/groupe-meloche,Active,For Profit,Private,,101-250,"Salaberry-de-valleyfield, Quebec, Canada",Venture - Series Unknown,7200000,USD,7200000,,"Aerospace, Machinery Manufacturing, Manufacturing",Groupe Meloche is a aerospace manufacturing company located in Salaberry-de-Valleyfield.,1974-01-01,day,https://www.melocheinc.com
Velontra,https://www.crunchbase.com/organization/velontra,Active,For Profit,Private,,1-10,"Cincinnati, Ohio, United States",Pre-Seed,150000,USD,150000,"Velontra provides hypersonic weapon technologies and attributable aerospace solutions. The company was founded in 2021 and is headquartered in Cincinnati, Ohio, United States.","Aerospace, Air Transportation, Military",Velontra provides hypersonic weapon technologies and attributable aerospace solutions.,2021-01-01,year,https://www.velontra.com
SkyDrones Tecnologia Aviônica S.A,https://www.crunchbase.com/organization/skydrones,Active,For Profit,Private,Less than $1M,11-50,"Porto Alegre, Rio Grande do Sul, Brazil",Seed,3200800,BRL,812521,"SkyDrones specializes in the development, manufacturing, and operation of image capture and inspection RPAs, as well as spraying drones. It manufactures multi-rotor and fixed-wing aircraft for the engineering and agriculture markets. These platforms can carry a large variety of sensors including RGB, Multispectral, and FLIR cameras. The company was founded in 2008 and is based in Porto Alegre, Brazil.","Aerospace, Agriculture, AgTech, Drones, Manufacturing","SkyDrones specializes in the development, manufacturing, and operation of image capture and inspection RPAs, as well as spraying drones.",2010-05-06,day,http://skydrones.com.br/
YellowScan,https://www.crunchbase.com/organization/yellowscan,Active,For Profit,Private,Less than $1M,11-50,"Montferrier-sur-lez, Languedoc-Roussillon, France",Seed,400000,EUR,440832,"YellowScan is committed to provide the most reliable integrated imaging systems and customer support for demanding UAV applications. Since 2012, the team’s dedication to fulfill high resolution and high-quality survey requirements has fueled research and development. This year, YellowScan is presenting its next generation integrated LiDARs. Ergonomic, robust and easy-to-use, these systems are designed by surveyors to serve surveyors, civil engineers, archeologists or environment scientists with a turn-key solution that can be mounted on any drone for short-time data processing needs. Mapper II and YellowScan Vx completes the “Just press the Yellow Button” product line including YellowScan Surveyor, the successful world lightest all integrated LiDAR for UAV, and the LiveStation, the real-time in flight LiDAR monitoring kit (software & radio-modems). ",Aerospace,"YellowScan they design, develop and produce UAV Mapping solutions for professional applications. ",2012-01-01,year,https://www.yellowscan-lidar.com/
Quaternium,https://www.crunchbase.com/organization/quaternium,Active,For Profit,Private,$1M to $10M,11-50,"Valencia, Comunidad Valenciana, Spain",Grant,1550000,EUR,1806218,"Quaternium is the leader company for hybrid multirotor drones for commercial applications. This company became the first to develop a hybrid fuel-electric drone, in 2014, and set the World Record of Endurance with a flight of 8 hours and 10 minutes.","Aerospace, Drones, Navigation, Robotics",Quaternium is the leader company for hybrid multirotor drones.,2011-01-01,year,http://www.quaternium.com/
Burke Aerospace,https://www.crunchbase.com/organization/burke-aerospace,Active,For Profit,Private,,11-50,"Farmington, Connecticut, United States",Debt Financing,1500000,USD,1500000,"Burke Aerospace is an aerospace and defense manufacturing company that offers electric discharge machining and milling services to the aerospace, industrial gas turbine (IGT), and defense industries. It provides CNC sinker electric discharge machining (EDM), wire electric discharge machining (WEDM), high-speed hole (HSH), airflow testing, and 5 axis milling services. TTi provides all EDM and milling solutions for turbine blades/buckets, vanes/nozzles, shrouds, combustor components, engine cases, and ring segments. The company has earned wide recognition for high quality, responsiveness, and lean enterprise that adds value and satisfies customers. It is headquartered in Farmington, Connecticut in 1963.","Aerospace, Industrial, Manufacturing",Burke Aerospace is an aerospace and defense manufacturing company that offers electric discharge machining and milling services.,1963-01-01,year,https://www.burkeaerospace.com/
NewSpace Networks,https://www.crunchbase.com/organization/newspace-networks,Active,For Profit,Private,,1-10,"San Jose, California, United States",Seed,3131,USD,3131,,"Aerospace, Military, Software",NewSpace Networks develops software products for space-based systems.,,,http://www.newspacenetworks.com/
Amanogi Space,https://www.crunchbase.com/organization/amanogi-space,Active,For Profit,Private,,,"Tokyo, Tokyo, Japan",Seed,51590000,JPY,465418,,"Aerospace, Artificial Intelligence, Information Technology, Software",Tokyo Tech spin-off working on proprietary satellite that interprets space data at petabyte scale to unlock space data analysis.,2016-01-01,year,https://amanogi.space/
CisLunar Industries,https://www.crunchbase.com/organization/cislunar-industries,Active,For Profit,Private,,1-10,"Denver, Colorado, United States",Grant,924991,USD,924991,"CisLunar Industries is developing the technology to recycle and reuse it in space. It transforms the economics of space debris clean-up, accelerating the adoption of in-space manufacturing.","Aerospace, Space Travel",CisLunar Industries is developing the technology to recycle and reuse it in space.,2019-09-25,day,http://cislunarindustries.com
Smart Satellite Technology,https://www.crunchbase.com/organization/smart-satellite-technology,Active,For Profit,Private,,11-50,"Beijing, Beijing, China",Angel,10000000,CNY,1447534,"Smart Satellite Technology is a satellite design manufacturer dedicated to the constellation operators of low-cost satellite manufacturing and operation and high system reliability, designing and developing whole-star and key stand-alone, and developing companion applications and satellite operating systems to provide Satellite and constellation full life cycle services.","Aerospace, Space Travel, Transportation",Smart Satellite Technology is a satellite design manufacturer dedicated to the constellation operators of low-cost satellite manufacturing,2018-01-01,year,http://www.smartsatellite.com/
Spiral Technology,https://www.crunchbase.com/organization/spiral-technology,Active,For Profit,Private,$1M to $10M,11-50,"Boston, Massachusetts, United States",Non-equity Assistance,500000,USD,500000,"Spiral Technology delivers augmented reality software and adapts sophisticated technical content for Mixed Reality devices used in automating industrial maintenance, inspection, manufacturing and assembly.","Aerospace, Augmented Reality, Information Technology, Manufacturing, Software",Spiral Technology delivers Augmented Reality platform for industrial automation.,2018-12-07,day,https://spiral.technology
Macquarie,https://www.crunchbase.com/organization/macquarie,Active,For Profit,Private,$10M to $50M,51-100,"Dublin, Dublin, Ireland",,,,,,"Aerospace, Finance, Financial Services","Macquarie is a financial group that provides asset management, finance, banking, advisory and risk, and capital solutions.",2006-01-01,year,https://www.macquarie.aero
Dune,https://www.crunchbase.com/organization/dune,Active,For Profit,Private,,11-50,"Rome, Lazio, Italy",Grant,50000,EUR,54327,"DUNE is a certified company and during its 36 years of experience, has worked in the field of space and military both Italian and international. Through its multiple skills in electronics, the company is able to solve complex problems in different sectors of high technology. In fact, Dune is confronted daily with the most varied applications in acoustics, electro-optics, radar, mechanics and communication systems, facing new challenges with competence and professionalism.","Aerospace, Electronics, Information Technology, Military",Dune is a certified company that deals with solving complex problems in different sectors of high technology.,1980-01-01,year,https://www.dune-sistemi.it
JetBlue Technology Ventures,https://www.crunchbase.com/organization/jetblue-technology-ventures,Active,For Profit,Private,$100M to $500M,1-10,"San Carlos, California, United States",,,,,"JetBlue Technology Ventures invests in and partners with early-stage startups improving the future of travel and hospitality. They provide funding to promising startups, but they do so much more than that. They believe that partnering with game-changing technology companies is a way to do it.","Aerospace, Finance, Financial Services, Travel, Venture Capital",JetBlue Technology Ventures invests in and partners with early-stage startups improving the future of travel and hospitality.,2016-02-01,month,http://www.jetblueventures.com/
FTC,https://www.crunchbase.com/organization/ftc,Active,For Profit,Private,,,"North Hollywood, California, United States",,,,,FTC is a supplier of high-strength specialty fasteners for commercial and military aerospace applications.,"Aerospace, Manufacturing",FTC is a supplier of high-strength specialty fasteners for commercial and military aerospace applications.,,,https://ftc-usa.com/
Cuberg,https://www.crunchbase.com/organization/cuberg,Active,For Profit,Private,Less than $1M,11-50,"Emeryville, California, United States",Seed,224950,USD,224950,Cuberg is a U.S.-based battery technology company delivering high-performance lithium metal cells produced on existing lithium-ion manufacturing lines for electromobility solutions.,"Aerospace, Air Transportation, Automotive, Battery, Clean Energy, Drones, Electric Vehicle, Manufacturing",Cuberg is a company delivering lithium metal cells produced on existing lithium-ion manufacturing lines for electromobility solutions.,2015-04-01,month,http://www.cuberg.net
Frost & Sullivan,https://www.crunchbase.com/organization/frost-sullivan,Active,For Profit,Private,Less than $1M,1001-5000,"Mountain View, California, United States",,,,,"Frost & Sullivan enables clients to accelerate growth and achieve best-in-class positions in growth, innovation and leadership. The company's Growth Partnership Service provides the CEO and the CEO's Growth Team with disciplined research and best-practice models to drive the generation, evaluation, and implementation of powerful growth strategies. We leverage 50 years of experience in partnering with Global 1000 companies, emerging businesses and the investment community from over 40 offices on six continents.","Aerospace, Automotive, Consulting, Information Technology, Internet, Marketing, Military, Security",Frost and Sullivan is a business growth consultation company focused on increasing brand demand.,1961-01-01,year,http://www.frost.com
Sonfarrel Aerospace,https://www.crunchbase.com/organization/sonfarrel-aerospace,Active,For Profit,Private,,101-250,"Anaheim, California, United States",Venture - Series Unknown,3750000,USD,3750000,"Son-Aero is a manufacturer of aerospace and defense parts and helps with aerospace or defense projects. The company produces commercial parts intended for the aerospace industry. Its manufacturing capabilities offer elastomeric seals and rubber molding, machining, plastic injection, and compression molding, enabling clients to get access to a variety of good quality aerospace components. The Anaheim, California-based company was founded in 1955.","Aerospace, Machinery Manufacturing, Manufacturing",Son-Aero is a manufacturer of aerospace and defense parts and helps with aerospace or defense projects.,1955-01-01,year,https://son-aero.com/
SkyMul,https://www.crunchbase.com/organization/skymul,Active,For Profit,Private,,1-10,"Atlanta, Georgia, United States",Grant,394994,USD,394994,,Aerospace,SkyMul,,,http://skymul.com
Aveillant,https://www.crunchbase.com/organization/aveillant,Active,For Profit,Private,$10M to $50M,11-50,"Cambridge, Cambridgeshire, United Kingdom",Venture - Series Unknown,13750000,GBP,21921060,"Aveillant is a UK technology company spun off from [Cambridge Consultants](http://www.crunchbase.com/organization/cambridge-consultants) in October 2011. Cambridge Consultant’s spin-offs have a track record of success, generating a combined market value in excess of £1.5bn and more than 3,000 new jobs.","Aerospace, Innovation Management, Real Time","Aveillant produces Holographic Radar, a new standard for addressing wind turbine interference with Air Traffic Control (ATC) systems.",2011-10-01,day,http://www.aveillant.com
Savion Aerospace,https://www.crunchbase.com/organization/savion-aerospace,Active,For Profit,Private,,1-10,"San Francisco, California, United States",Pre-Seed,190000,USD,190000,Savion Aerospace is a U.S. aircraft manufacturer whose mission is to introduce cleaner energy into aviation by creating tangible improvements to the customer experience while reducing operating costs.,"Aerospace, Clean Energy, Industrial Manufacturing",Savion Aerospace is an aircraft manufacturer whose mission is to introduce cleaner energy into aviation.,2011-01-01,year,https://www.flysavion.com/
RAB Microfluidics,https://www.crunchbase.com/organization/rab-microfluidics,Active,For Profit,Private,,1-10,"Aberdeen, Aberdeen City, United Kingdom",Venture - Series Unknown,1689815,USD,1689815,"For too long, stationary laboratories have been the way to test and analyse oil samples, however, oil analysis does not have to be static and one dimensional. They believe this process should be dynamic like everything else around us, that’s why they are revolutionising oil testing and analysis services by making conventional laboratory procedures mobile, rapid and routine. Their innovation is driven by the needs of their customers in oil & gas, aerospace & defence, processing & manufacturing, power generation, transport and maritime industries. Their microfluidic technology invention is the product of a decade-long research from world recognised college of Physical Science at the University of Aberdeen. RAB-Microfluidics is strategically located at the heart of this citadel of technological expertise, being the pioneering developer of microfluidic technology for oil applications in Europe. They have unparalleled world class expertise in development of microfluidic technology at out behest working with award winning product development partners in the United Kingdom. Their advisory team has over 60 years’ worth of experience and expertise in knowledge underpinning their technology, business development and commercialisation.","Aerospace, Nanotechnology, Oil and Gas",RAB-Microfluidics is a Research & Development company developing cutting-edge microfluidic technology to solve oil analysis problems.,2016-01-01,year,http://rab-microfluidics.co.uk/
Micropilot,https://www.crunchbase.com/organization/micropilot,Active,For Profit,Private,$1M to $10M,11-50,"Stony Mountain, Manitoba, Canada",Non-equity Assistance,3000000,CAD,2310732,"MicroPilot serves UAV manufacturers who maintain high standards for both the hardware they integrate into their systems and the software that drives them. Their customers require products that are reliable, scalable and customizable. If you are looking for a partner with a solid reputation that supplies consistent products, services, and support, MicroPilot may be the solution for you. Incorporated in 1994, MicroPilot has served over 850 clients in over 70 countries during its 20+ years in business. With such a stronghold and longevity in the industry, MicroPilot has maintained itself as the world leader in professional autopilots for UAVs and MAVs.   MicroPilot serves small UAV manufacturers, large-scale defense and research enterprises, and all that exists between. Some of the organizations they serve include NASA, Raytheon, and Northrop Grumman.","Aerospace, Manufacturing, Semiconductor",MicroPilot is the world leader in professional UAS autopilots.,1994-01-01,year,https://www.micropilot.com
Mothership Aeronautics,https://www.crunchbase.com/organization/mothership-aeronautics,Active,For Profit,Private,Less than $1M,1-10,"San Mateo, California, United States",Seed,3225000,USD,3225000,Mothership Aeronautics focuses in developing aircraft by combining lighter-than-air lifting technologies with high power density photovoltaics.,"Aerospace, Drones",Autonomous Airships as a Platform for Persistently Airborne Robotic Systems,2016-08-28,day,http://www.mothership.aero
GoApron,https://www.crunchbase.com/organization/goapron,Active,For Profit,Private,,1-10,"San Diego, California, United States",Angel,400000,USD,400000,"We've helped numerous airports modernize gate & landing management and eliminate revenue leakage! At GoApron we strive to give our customers what they value the most and that’s time. Working with airports our team and I learned quite some time ago that airfield operations at airports and specifically aircraft parking is being done in an old-fashioned way.  Today, operators are still parking planes with a pen, paper, fax, spreadsheets, and pdfs. All while having to manage their apron responsibilities such as airfield safety, monitoring maintenance work, weather conditions, runway conditions, and communicating with Air Traffic Control.  Additionally, airfield operations specialists are spending time throughout their day and night shifts taking phone calls from airlines and ground handlers to manually allocate gate assignments for day use and RON parking.  We provide software solutions that helps airports park airplanes smarter, save time, forecast scheduling, and increase revenue.  We're helping airports move into the digital era.","Aerospace, Software, Travel",Moving airports into the digital era. Modern Apron Software Solutions.,2018-11-01,month,https://www.goapron.com/
Conztanz,https://www.crunchbase.com/organization/conztanz,Active,For Profit,Private,$1M to $10M,11-50,"Paris, Ile-de-France, France",Series A,4260457,USD,4260457,"Created in July 2013, Conztanz was born from a common vision of the three co-founders. Between them, they have a century of experience in the travel IT sector and the accumulated experience of 15 individual initiatives. Conztanz is an expert company in data and airline IT providing consulting and a cloud-based agility platform. They serve airlines, airports and new entrants with one ambition: help airlines and their IT Providers ecosystem to implement all the assets brought by the digital and become modern customer centric retailing companies.","Aerospace, Air Transportation, Customer Service, Service Industry, Software, Travel",Conztanz is an expert company in data & airline IT providing consulting and a cloud-based agility platform.,2013-07-01,day,http://www.conztanz.com
Space Structures,https://www.crunchbase.com/organization/space-structures,Active,For Profit,Private,Less than $1M,11-50,"Berlin, Berlin, Germany",Grant,1216346,USD,1216346,"Space Structures, located in Bremen and Berlin, Germany, is an independent engineering firm that specializes in the development of metal and composite structures and in the field of structural mechanics. The core competencies are structural design, analysis, validation, and documentation. Our team has many years of experience in space, aerospace and mechanical engineering as well as steel structures. This qualifies the Space Structures GmbH to be the right choice for the development and implementation of innovative structures.","Aerospace, Mechanical Engineering, Space Travel",Space Structures is an engineering firm that develops metal and composite structures and in the field of structural mechanics.,2011-01-01,year,https://www.spacestructures.de/
FLITE Material Sciences Corp.,https://www.crunchbase.com/organization/flite-material-sciences-corp,Active,For Profit,Private,Less than $1M,1-10,"Montréal, Quebec, Canada",Non-equity Assistance,268122,USD,268122,"FLITE has a laser-based technology that changes the surface topology of familiar materials (glass, plastic, metal, ceramics and semiconductors) to make them attract or repel water and oil - without the use of chemical coatings.","Aerospace, CleanTech, Manufacturing, Medical Device, Oil and Gas, Water",Surface engineering that gives ordinary materials extraordinary abilities,2018-04-05,day,http://www.flite.tech
FlightBridge,https://www.crunchbase.com/organization/flightbridge,Active,For Profit,Private,Less than $1M,11-50,"Atlanta, Georgia, United States",Venture - Series Unknown,1400000,USD,1400000,"FlightBridge is an online community for Flight Departments, Pilots, Flight Attendants, FBOs and their Service Providers with tools for managing trip information and services","Aerospace, Internet","FlightBridge is the online booking, communication, and management platform",2011-01-01,year,https://www.flightbridge.com/
ZM Interactive,https://www.crunchbase.com/organization/zm-interactive,Active,For Profit,Private,Less than $1M,11-50,"San Francisco, California, United States",Convertible Note,10000000,USD,10000000,,"Aerospace, Industrial, Video","ZM Interactive offers cinematography, piloting, video production and drone services for various industrial applications.",2015-01-01,year,http://zminteractive.com
Nando Drones,https://www.crunchbase.com/organization/nando,Active,For Profit,Private,,1-10,"Modi'in, HaMerkaz, Israel",Private Equity,1500000,USD,1500000,Nando is a drone-based autonomous platform that offers a wide variety of solutions. Drones can perform surveillance and patrols autonomously without any human intervention. The products are mission-specific and depend on the needs of the client. Nando's drones can hover above a site for up to 70 minutes at a time and are capable of detecting movement and the human form at a range of up to 250 meters. The combination of the drones' superior field of vision and exceptional flight time means that a single eye in the sky is capable of replacing perimeter patrol at a fraction of the cost.,"Aerospace, Automotive, Drones, Hardware, Robotics, Software",Nando is a drone-based autonomous platform that offers a wide variety of autonomic solutions.,2017-04-04,day,https://www.nando-drone.com/
Aerospace Holdings,https://www.crunchbase.com/organization/aerospace-holdings,Active,For Profit,Private,,11-50,"New York, New York, United States",Venture - Series Unknown,7000000,USD,7000000,"Aerospace Holdings, doing business as GroupAero, provides product manufacturing services primarily to the aerospace industry worldwide. The company offers engineering services and repair. Aerospace Holdings began operation in 2010, with its headquarters in New York City.","Aerospace, Industrial Engineering, Industrial Manufacturing, Manufacturing, Product Design","Aerospace Holdings, doing business as GroupAero, provides product manufacturing services primarily to the aerospace industry worldwide.",2010-01-01,year,
Mission Control Space Services Inc.,https://www.crunchbase.com/organization/mission-control-space-services-inc,Active,For Profit,Private,$1M to $10M,11-50,"Ottawa, Ontario, Canada",Grant,250000,USD,250000,"Mission Control is a space exploration and robotics company specializing in spacecraft operations, onboard autonomy and artificial intelligence. We are developing a full-stack robotic control solution. Our technology is designed to control and automate robotic assets operating in harsh and remote environments and increase the safety, efficiency and scientific or financial return of missions.","Aerospace, Artificial Intelligence, Machine Learning, Robotics","Space Exploration & Robotics: Spacecraft Operations, Onboard Autonomy, Artificial Intelligence",2015-03-31,day,http://missioncontrolspaceservices.com
American Aerospace,https://www.crunchbase.com/organization/american-aerospace,Active,For Profit,Private,$1M to $10M,11-50,"Bridgeport, Pennsylvania, United States",Seed,500000,USD,500000,"American Aerospace™ is an unmanned aircraft systems (UAS) company that integrates and operates long endurance UAS to provide actionable data and information to commercial public entity customers -- safely, efficiently and in full compliance with FAA regulations.","Aerospace, Energy, Industrial, Information Technology, Real Time","Long endurance unmanned aircraft systems for oil & gas, smart grid and emergency response.",2002-01-01,year,http://americanaerospace.com/
RVL Group,https://www.crunchbase.com/organization/rvl-group,Active,For Profit,Private,$1M to $10M,101-250,"Derby, Derby, United Kingdom",Venture - Series Unknown,2800000,GBP,4378962,"RVL Group is a specialist aviation services provider based at East Midlands Airport. Operating and maintaining its own fleet of 20 aircraft, RVL Group provides services to a range of private and public sector clients and offers expertise in areas as diverse as aerial surveillance and survey, passenger and cargo ad hoc and longterm charter, temporary and permanent aircraft modifications for project work and aerial spraying of pollution dispersants.","Aerospace, Operating Systems",RVL Group is a specialist aviation services provider that operates a fleet of 15 aircraft based at East Midlands.,2007-01-01,year,http://rvl-group.com
Maxtena,https://www.crunchbase.com/organization/maxtena,Active,For Profit,Private,$1M to $10M,51-100,"Rockville, Maryland, United States",Venture - Series Unknown,2662571,USD,2662571,"Maxtena designs and manufactures advanced RF beam forming antenna solutions based on our patented Dynamic Aperture Technology TM (DAT). Our antennas & solutions empower our customers to develop unparalleled solutions for Global Navigation Satellite Systems (GNSS), SATCOM, and 5G LTE applications.","Aerospace, Drones, Internet of Things, Manufacturing, Mobile, Satellite Communication, Smart Cities, Telecommunications","Maxtena develops and manufactures advanced beam-forming RF antennas & systems for wireless communications in the Satellite, GNSS & 5G domein",2007-01-01,year,http://www.maxtena.com
Seatboost,https://www.crunchbase.com/organization/seatboost,Active,For Profit,Private,Less than $1M,1-10,"Los Angeles, California, United States",Pre-Seed,180000,USD,180000,"SeatBoost app, you can bid on a seat upgrade while you wait for your flight at the gate. Choose what type of upgrade you are interested in, and be the top bidder in the auction to secure your upgrade.","Aerospace, Air Transportation, Apps, Internet, Mobile Apps, Software",The first company offering live bidding for seat upgrades at the airport.,,,http://seatboost.com/
Paradigm Parachute & Defense,https://www.crunchbase.com/organization/paradigm-parachute-defense,Active,For Profit,Private,,11-50,"Pensacola, Florida, United States",Debt Financing,1725000,USD,1725000,"Paradigm Parachute & Defense provides precision manufactured, military-style parachute systems, and associated defense products.","Aerospace, Air Transportation, Manufacturing","Paradigm Parachute & Defense provides precision manufactured, military-style parachute systems, and associated defense products.",2019-01-01,year,https://paradigmparachute.com/
Evolve Dynamics,https://www.crunchbase.com/organization/evolve-dynamics,Active,For Profit,Private,$1M to $10M,1-10,"Guildford, Surrey, United Kingdom",Seed,600000,GBP,773229,"Evolve Dynamics is an UAV company working on machine vision, aerodynamics, long flight time and fast ready-to-fly solutions.","Aerospace, Artificial Intelligence, Computer Vision, Drones, Innovation Management, Machine Learning","UAV innovations company, working on computer vision, AI autopilot systems, long flight solutions and rapid ready-to-fly/deploy platforms.",2014-09-01,day,http://www.evolvedynamics.com
Sunvair,https://www.crunchbase.com/organization/sunvair,Active,For Profit,Private,,,"Valencia, California, United States",Debt Financing,29000000,USD,29000000,"Sunvair specializes in landing gear overhauls and component repairs for both commercial and military aircraft. The Company has built a reputation among leading aircraft operators for high quality, responsive customer service and rapid turnaround.","Aerospace, Industrial Manufacturing, Machinery Manufacturing",Sunvair is a provider of landing gear overhaul and component repair services for commercial and military aircraft.,1956-01-01,year,https://sunvair.com/
soaron,https://www.crunchbase.com/organization/soaron,Active,For Profit,Private,,1-10,"Hyderabad, Andhra Pradesh, India",Pre-Seed,2500000,INR,35020,"Soaron focuses on building the ariel coating and painting autonomous intelligent robots. It Specializes in research, design and development, UAV and drones, robotics, and aerial coloring.",Aerospace,Soaron focuses on building the ariel coating and painting autonomous intelligent robots.,2019-02-18,day,https://www.soaron.co/
Enbio,https://www.crunchbase.com/organization/enbio,Active,For Profit,Private,$10M to $50M,11-50,"Glasnevin, Dublin, Ireland",Venture - Series Unknown,1520000,EUR,1812426,"ENBIO is the inventor , and trustee, of a remarkable technology called CoBlast., which offers industry the potential to redefine the performance, function and value of metals  across all sectors.  They are a young and vibrant company, operating as a trusted partner in some of industries most regulated and demanding markets, developing and delivering next-generation  solutions to meet ever increasing material challenges.  ENBIO offers clients the ability to quickly evaluate the potency of the CoBlast technology  via its rapid sample production process, or through structured collaborative evaluation studies.  Generally, the client identifies the chemistry of a required skin, whilst ENBIO focuses on and enables the practical delivery of such CoBlast chemistries.","3D Technology, Aerospace, Automotive, Industrial, Infrastructure, Medical, Oil and Gas, Product Research, Space Travel",ENBIO is a pioneer of next generation surface technologies.,2006-01-01,year,http://www.enbio.eu
AirSpeQ,https://www.crunchbase.com/organization/airspeq,Active,For Profit,Private,,1-10,"Berkeley, California, United States",Grant,1520000,USD,1520000,"Improving the world for plants, animals and people by commercializing sensors for fine and ultrafine particulate matter detection.  Based on MEMS and Thin FBAR technology.  Funded by National Science Foundation (NSF) Seed Fund for America, National Aeronautics and Space Administration (NASA), National Institutes of Health (NIH) and others.  Finalist NASA Earth Space Air Prize.  Winner Cutting Edge Award Shanghai/Yangpu Global Startup Competition.  Winner 2019 Red Herring Top 100 North American Companies award.","Aerospace, Government, GreenTech, Health Diagnostics, Internet of Things, Nanotechnology, Pollution Control, Risk Management, Smart Building, Smart Home, Test and Measurement, Wearables","Improving the world for animals, plants and people by commercializing sensors for fine and ultra fine airborne particulate matter detection.",2016-01-01,day,http://www.airspeq.com
Space DOTS Ltd,https://www.crunchbase.com/organization/space-dots-ltd,Active,For Profit,Private,,1-10,"Harwell, Oxfordshire, United Kingdom",Grant,90000,GBP,115128,,"Advanced Materials, Aerospace, Nanotechnology, Space Travel","The first modular pico-labs for active on-orbit testing of advanced materials, from LEO to Cis-lunar and Interplanetary orbits.",2021-01-07,day,https://www.space-dots.com
