Organization Name,Organization Name URL,Operating Status,Company Type,IPO Status,Estimated Revenue Range,Number of Employees,Headquarters Location,Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Full Description,Industries,Description,Founded Date,Founded Date Precision,Website
Ez-XBRL Solutions,https://www.crunchbase.com/organization/ez-xbrl-solutions,Active,For Profit,Private,$1M to $10M,11-50,"Manassas, Virginia, United States",,,,,"Ez-XBRL Solutions, Inc. is a global provider of products and services for Financial Analytics and Financial Regulatory Compliance. Ez-XBRL Solutions’ team comprises of experts with significant knowledge and experience in a diverse set of domains and technologies, including financial services, XBRL documents, XML databases, Natural Language Processing and Analytics. The company’s senior management team has extensive experience in establishing organizations involved in creating software products and in providing outsourced services to companies worldwide.  The company is a member of XBRL US and is playing a key role in the development of XBRL standards and global adoption. The company is headquartered in the USA and has operations in the UK and India.  Products Ez-XBRL Solutions has a suite of products and services that combine to provide customers with a broad range of analytics and compliance solutions.  Analytics Our new analytics product – Contexxia – utilizes Natural Language Processing and Artificial Intelligence techniques to make SEC filings research fast and easy. It enhances the conventional ability to analyze financial statements (numerics) by providing unique views of textual changes in corporate regulatory filings and implicit events that can be predicted based on these filings. It leverages the underlying XBRL data to provide rich analytics of textual semantics and XBRL concepts. Contexxia has social network integration enabling users to bookmark and share fragments of information from SEC filings with their social networks. Contexxia is also designed to incorporate a wide variety of external data sources beyond regulatory filings to provide a complete Big Data analytics platform. Contexxia is is available at www.contexxia.com. Compliance Our flagship compliance product, Ez-XBRL, is a simple and efficient application that enables effortless creation of XBRL documents without requiring extensive training in XBRL. Ez-XBRL has been used to create XBRL filings for over 1,000 corporations in the USA and India and has been ranked as the #4 XBRL product in the USA. XOR is a very popular cloud-based SEC XBRL reviewing and reporting product that integrates collaboration, a powerful validation engine and advanced reporting capabilities. Managed Services Ez-XBRL Solutions provides a comprehensive set of XBRL Managed Services that seamlessly integrate with an organization’s existing processes for XBRL filings and external reporting. We achieve this through a combination of a highly-trained professional services team, a well-defined, tried and tested process, and a suite of technologies crafted specifically for XBRL creation and validation. Our Managed Services team has significant experience providing XBRL services to US SEC filers (Corporations and Mutual Funds), UK Corporation Tax filers and India MCA filers. We have been recognized and listed by UK HMRC as a managed tagging service provider. Our services ensure full compliance with all their standards and validation rules for both these regulators. Our services are further enhanced by a range of technologies to manage and streamline the process of service delivery.","Analytics, Collaboration, Events, Finance, FinTech, Neuroscience, SaaS, Social Media, Software",Financial analytics software solutions,2010-01-01,year,https://ez-xbrl.com/
Alpha Fiber,https://www.crunchbase.com/organization/alpha-fiber,Active,For Profit,Private,,1-10,"San Diego, California, United States",,,,,Alpha Fiber provides the only real-time solution for detecting potential concussions in athletes utilizing computer vision and machine learning technologies without requiring any sensors or special equipment on the athletes. Our multi-camera system can be customized to any size facility and our software will monitor all head impacts in real time.,"Machine Learning, Neuroscience, Software, Sports",B2B healthtech software startup providing real-time head impact monitoring in athletes using only cameras,2019-01-07,day,http://www.alphafiber.tech
Leucadia Therapeutics Inc,https://www.crunchbase.com/organization/leucadia-therapeutics-inc,Active,For Profit,Private,,1-10,"Riverside, California, United States",Seed,,,,"Leucadia Therapeutics Inc is privately-held, pre-clinical stage company focused on Alzheimer's disease prevention and treatment. The company is developing a diagnostic algorithm for Alzheimer's disease risk based on big data. A therapeutic device is under pre-clinical testing to delay or prevent patients with mild cognitive impairment (MCI) from progressing to Alzheimer's disease.  (alzheimers Alzheimers alzheimer's neurodegeneration)","Big Data, Biotechnology, Health Diagnostics, Life Science, Medical Device, Neuroscience",Preclinical stage MedTech company developing an early diagnostic and a device to prevent Alzheimer's disease,2015-10-29,day,http://www.leucadiatx.com
"Niraxx Light Therapeutics, Inc.",https://www.crunchbase.com/organization/niraxx-light-therapeutics-inc,Active,For Profit,Private,$1M to $10M,1-10,"Irvine, California, United States",,,,,"Niraxx is on a mission to empower individuals to take charge of their brain health for life. Niraxx aims to create a new category of wearables for brain health and related disorders using non-invasive transcranial Photobiomodulation (tPBM). Based on years of research and development on the benefits of tPBM, the Brain Pacer™ provides a non-invasive, easy to wear self-care solution that easily blends into any lifestyle. Niraxx licenses its technology from Massachusetts General Hospital (MGH).","Biotechnology, Health Care, Neuroscience, Personal Health, Wellness",Wearable Light Therapy for Cellular Health and Overall Wellness,2016-11-01,day,http://niraxx.com
Wise Therapeutics,https://www.crunchbase.com/organization/wise-therapeutics,Active,For Profit,Private,,1-10,,,,,,,"Health Care, Life Science, Medical, mHealth, Neuroscience, Therapeutics","Wise Therapeutics uses breakthrough neuroscientific research to improve mental health through casual, accessible mobile games.",2018-01-01,year,https://wisedtx.com/
Athena Neurosciences,https://www.crunchbase.com/organization/athena-neurosciences,Active,For Profit,Private,,11-50,"Dublin, Dublin, Ireland",Venture - Series Unknown,,,,Athena Neurosciences is focused on the research and development of therapeutic products for neurological diseases. Athena Neurosciences was founded by Larry Bock and Lawrence Fritz.,"Biotechnology, Health Care, Neuroscience",Athena Neurosciences developed products to treat neurological diseases,1986-01-01,year,
Bodhi Labs,https://www.crunchbase.com/organization/bodhi-labs,Active,For Profit,Private,,1-10,"Bangalore, Karnataka, India",,,,,"Brainturk offers web and mobile app games to help sharpen your attention span, increase short & long term cognitive memory tools and address psychological barriers that restrict brain performance. Widely used by psychological and neuro psychological researchers and clinics, these games aid to measure and improve memory skills for everyday personal and business growth.","Neuroscience, Subscription Service","Turning Neuroscience breakthroughs into Fun, Effective games.",,,https://www.brainturk.com/
NeuroCatch,https://www.crunchbase.com/organization/neurocatch,Active,For Profit,Private,,11-50,"Surrey, British Columbia, Canada",,,,,"NEUROCATCH INC. NeuroCatch Inc. is a neuro-health technology company focused on translating neuroscience research innovations into real-world medical devices and consumer products. Located within the Health and Technology District in Surrey, British Columbia, NeuroCatch Inc. is a wholly owned subsidiary of HealthTech Connex Inc. Its first medical device, the NeuroCatch® Platform, is an objective, rapid neuro-physiological brain function assessment system that is licensed by Health Canada as a Class II medical device. It is easy to use, cost-effective and readily accessible to healthcare practitioners, researchers and performance specialists in Canada, the US and beyond. More information: www.NeuroCatch.com","Biotechnology, Health Care, Life Science, Medical Device, Neuroscience, Pharmaceutical, Wellness","The NeuroCatch® Platform, is an objective, rapid neuro-physiological brain function assessment system",2015-01-01,year,https://www.neurocatch.com
Brain Backups,https://www.crunchbase.com/organization/brain-backups,Active,For Profit,Private,$1M to $10M,1-10,"Boston, New York, United States",,,,,,"Biotechnology, Neuroscience, Product Research",Brain Backups is a biotechnology company that specializes in the research and development of neuroscience technology.,2014-01-01,day,https://brainbackups.com
Neurocern,https://www.crunchbase.com/organization/neurocern,Active,For Profit,Private,Less than $1M,1-10,"Chicago, Illinois, United States",,,,,"Neurocern is a minority female physician-founded, and veteran-owned AI and neuroinformatics company. Neurocern’s AI platform ingests data from previously siloed sources — including electronic health records, prescription data, insurance claims data, and more — to uncover insights that drive health outcomes, enterprise performance, and financial ROI for health systems, insurers, and life sciences companies..","Analytics, Artificial Intelligence, Big Data, Health Care, Information Technology, Neuroscience, Predictive Analytics","Connecting clinical with financial, an artificial intelligence engine that transforms data into actionable insights",2014-07-01,month,http://www.neurocern.com
Excellent Brain,https://www.crunchbase.com/organization/excellent-brain,Active,For Profit,Private,,11-50,"Ramat Gan, Tel Aviv, Israel",,,,,B2C and B2B Neurofeedback Brain Training Platform for training attention and relaxation.,"Neuroscience, Training, Wellness",Excellent Brain develops innovative brain training solutions based on BCI and Neurofeedback.,2015-01-01,day,https://excellent-brain.com/
ANT Neuro,https://www.crunchbase.com/organization/ant-neuro,Active,For Profit,Private,,51-100,"Hengelo, Overijssel, The Netherlands",,,,,,"Medical Device, Neuroscience, Product Design","ANT Neuro provides a range of products in relation to EEG, brain analysis and scan for clinical neurodiagnostics & neuroscience research.",1996-01-01,day,http://ant-neuro.com
BlipIQ,https://www.crunchbase.com/organization/blipiq,Active,For Profit,Private,$1M to $10M,1-10,"Glenshaw, Pennsylvania, United States",,,,,"One in four people you speak to knows someone affected by Alzheimer's or dementia. More than 10 million people in the US suffer from memory loss, which can be caused by neurodegenerative diseases (such as Alzheimer's and dementia), brain injuries, stroke, heart attack, or the simple aging process.  BlipIQ's intuitive interface allows users to submit and tag memories in different formats (text, image, audio, and video). The application monitors and stimulates the patient's cognitive performance, which is reported to family, physicians, and insurers in order to improve quality of life, outcomes, and to reduce costs for all parties involved. As of 2017, 11% Americans over 65 have Alzheimer's, and this number is expected to increase every year due to the aging population. This degenerative condition often results in emotional and financial strain for the patient and their beloved ones, with devastating out-of-pocket costs of up to $56 billion for families and over $200 billion to insurers per year. The average cost of a long-term care facility is approximately $48,000 per year. Since a patient needing memory care can live up to 8 years in a facility, the potential expenses over that period may reach $384,000. In addition, today's Alzheimer medications vary in cost up to $4,800 per year.  BlipIQ's ultimate goal is threefold: To improve the quality of life for memory loss patients and their families by interacting and connecting them through the app, to improve the doctor's insights with enhanced reporting on patients, and to reduce the overwhelming costs for the families and insurers.","Artificial Intelligence, Health Care, Neuroscience, Outpatient Care",BlipIQ uses Artificial Intelligence and emotion to power an application to combat memory loss in Alzheimer's and dementia patients,2016-12-01,day,https://blipiq.com
Neuroscouting,https://www.crunchbase.com/organization/neuroscouting-llc,Active,For Profit,Private,$1M to $10M,11-50,"Cambridge, Massachusetts, United States",Grant,,,,"NeuroScouting is leading new frontiers in the development of neuroscience-based technologies for health and sport. At NeuroScouting, they develop advanced applications and training technologies leading the way for neuroscience based interventions.  Their technology interfaces with the brain systems that are required for elite performance and also those that are compromised in populations impacted with neuro-developmental and neurological disorders. ","Biotechnology, Health Care, Neuroscience",NeuroScouting is leading new frontiers in the development of neuroscience-based technologies for health and sport.,2007-01-01,year,http://www.neuroscouting.com
Ripple,https://www.crunchbase.com/organization/ripple-59fa,Active,For Profit,Private,Less than $1M,11-50,"Salt Lake City, Utah, United States",,,,,,"Biotechnology, Medical Device, Neuroscience","Ripple design & creates neural medical devices that helps in advance research in the field of neurosciene, neuroprosthetics & biotechnology.",2004-01-01,year,https://rippleneuro.com/
Pars Healthcare,https://www.crunchbase.com/organization/pars-healthcare,Active,For Profit,Private,Less than $1M,11-50,"Parkersburg, West Virginia, United States",,,,,,"Health Care, Health Diagnostics, Hospital, Neuroscience","Pars Healthcare is a medical practice center that specializes in diagnostic radiology, neurosurgery, and other related treatments.",2019-01-01,year,https://www.parsbsi.com
Think-Now,https://www.crunchbase.com/organization/think-now,Active,For Profit,Private,Less than $1M,11-50,"San Francisco, California, United States",Seed,150000,USD,150000,"Think-Now is an angel funded startup bringing cognitive neuroscience to the market.  While we are driven by science and love to see new photos of the brain, we also realize that those do not add value in themselves.  We strive to translate that science to something that is usable and understandable.  More importantly, we understand that if you struggle with attention challenges simply understanding is nice, but you have needs.  Those needs are where we come in.  Moving from science to product to usable software to helping you alter yourself for the better is what we want.  If our software doesn’t have impact on your daily life, if you don’t feel and understand its impact, we haven’t done our job.","Health Care, Neuroscience, Software",Think-Now is an angel-funded startup that focuses on cognitive neuroscience.,2010-01-01,year,http://think-now.com
Psyche Analytics,https://www.crunchbase.com/organization/pyscheanalytics,Active,For Profit,Private,Less than $1M,1-10,"Palo Alto, California, United States",Seed,,,,"Psyche Analytics provides a whole-patient approach streamlining workflows for primary care doctors. The company's support tool combines behavioral, emotional, and medical data points with social determinants of health to improve outcomes for patients with chronic illnesses, stress, and somatization.","Analytics, Health Care, Neuroscience, Psychology, Software, Wellness",Psyche Analytics provides a whole-patient approach streamlining workflows for primary care doctors.,2011-01-01,year,http://psycheanalytics.com
GenieUs,https://www.crunchbase.com/organization/genieus,Active,For Profit,Private,Less than $1M,11-50,"Darlinghurst, New South Wales, Australia",,,,,,"Biotechnology, Genetics, Life Science, Neuroscience, Therapeutics",GenieUs is a bio-research company that uses the human genome to help neurodegenerative diseases.,2019-01-01,month,https://genieus.co
Peak Nootropics,https://www.crunchbase.com/organization/peak-nootropics,Active,For Profit,Private,Less than $1M,11-50,"Fort Collins, Colorado, United States",,,,,"Peak Nootropics They are a professional nootropic supplement company located in Fort Collins, Colorado. Their main purpose is to provide quality memory products to Their customers at reasonable prices.  They also aim to provide excellent customer service. Their company understands customers often need their products fast and this is a top priority to us. Their products are fulfilled by a third party company. This system allows us to handle large order volumes and to put more resources into customer service and quality control. This is an area where many other nootropic suppliers fail. Another main company goal, is to provide quality information to Their viewers. They know that many people have many questions about nootropics. Their content is built to provide accurate and quality information to Their  viewers. By blogging, They can present the most recent and up to date information on nootropics.","Neuroscience, Nutrition",Peak Nootropics will help you meet your cognitive goals. No need for illegal “smart drugs” or useless branded products.,,,http://peaknootropics.com/
Savidj,https://www.crunchbase.com/organization/savidj,Active,For Profit,Private,,1-10,"San Antonio, Texas, United States",,,,,,"Augmented Reality, Health Care, Health Diagnostics, Medical, Military, Neuroscience, Software, Sports, Virtual Reality",An XR Neurological Health Eye-Tracking Software Company,2021-09-27,day,https://www.savidj.com
Envisia Learning,https://www.crunchbase.com/organization/envisia-learning,Active,For Profit,Private,,11-50,"Santa Monica, California, United States",,,,,"Their mission at Envisia Learning is to enable you to assess participants, change behavior and measure ROI in ways that match your unique methods of delivering programs. They’re an assessment & technology company that understands your business, your challenges and what you’re expected to achieve.","Human Resources, Neuroscience",Envisia Learning is a full range of flexible 360 assessments designed for talent & leadership development.,2003-01-01,year,https://www.envisialearning.com
Qneuro,https://www.crunchbase.com/organization/qneuro,Active,For Profit,Private,$1M to $10M,11-50,"Irvine, California, United States",,,,,"Qneuro They’re working towards revolutionizing the way They learn. They collaborate with teachers who aren’t afraid to question the status quo and the parents who demand the best for their children. They’re thrilled, honored, and compelled to make a difference in the lives of students who are discovering that learning can be fun. Qneuro’s team is made up of educators, neuroscientists, doctors, gamers, parents, artists, developers and programmers who believe that education should reflect the world in which They live. They believe that students should use the tools of today to prepare them for the world of tomorrow. Figuring out what technologies belong in the classroom, which technologies have the ultimate potential to improve student learning, and creating applications that make this a reality that is accessible and easily used— that’s the tough part.","Information Technology, Neuroscience",Qneuro Imagine Smarter Learning with neuroeducation software.,,,https://qneuro.com/
NeurAxon,https://www.crunchbase.com/organization/neuraxon,Active,For Profit,Private,$1M to $10M,11-50,"Toronto, Ontario, Canada",Venture - Series Unknown,57410004,USD,57410004,"NeurAxon, Inc. discovers and develops pain therapeutics targeting neuronal nitric oxide synthase. It has oral products in pipeline addressing acute migraine, neuropathic pain chronic daily headache, inflammatory pain, migraine prophylaxis, and severe pain. The company was founded in 2004 and is headquartered in Toronto, Canada.","Biotechnology, Neuroscience, Therapeutics",NeurAxon discovers and develops pain therapeutics targeted on neuronal nitric oxide synthase.,2004-01-01,year,http://www.neuraxon.com/
Ness Labs,https://www.crunchbase.com/organization/ness-labs,Active,For Profit,Private,,1-10,"London, England, United Kingdom",,,,,,"E-Learning, Neuroscience, Wellness","Ness Labs provides a lab for a mind with neuroscience-based content, coaching, and conversations.",2017-01-01,year,https://nesslabs.com
Conduct Science,https://www.crunchbase.com/organization/conduct-science,Active,For Profit,Private,$1M to $10M,,"Boston, Massachusetts, United States",,,,,"ConductScience has been created to be different from the other science brands. Unlike the big brands that oversell and overcharge, we make a high-quality equipment that’s made by real scientists for real scientists.","Health Care, Health Diagnostics, Lifestyle, Manufacturing, Neuroscience, Robotics",A science company that's fixing science.,2012-01-01,year,https://conductscience.com/
Platypus Institute,https://www.crunchbase.com/organization/platypus-institute,Active,For Profit,Private,Less than $1M,1-10,"San Diego, California, United States",,,,,"The Platypus Institute provides individuals and teams with the scientific knowledge and cutting-edge tools to become peak performers with measurable competitive advantages. We translate cutting-edge neuroscience discoveries into practical tools and programs that measurably enhance human performance and advance scientific knowledge.  Some examples of projects we are working on include:  Developing a biofeedback and cognitive training system for elite Wall Street stock traders and portfolio managers to increase the time they are “in the zone” when making high-stakes decisions;  Identifying the brainwave patterns high-performance teams experience when they are in “sync” with each other, and then using biofeedback to induce this state;  Building a comprehensive neurocognitive measurement test bed to help the worlds’ elite athletes understand and optimize their mental state when under extreme pressure. ","Analytics, Biotechnology, Neuroscience, Software",The Platypus Institute is a scientific research organization that leverages neuroscience to optimize human performance,2014-01-01,year,https://www.platypus.org
Impairment Measurement Marijuana and Driving,https://www.crunchbase.com/organization/immad-llc-impairment-measurement-marijuana-and-driving,Active,For Profit,Private,,1-10,"Quincy, Massachusetts, United States",Non-equity Assistance,,,,Impairment Measurement Marijuana and Driving (IMMAD) is a test of visual impairment using a tablet or cell phone screen to quickly test the central forty degrees of visual field.   There already are standards in many driving related regulations for size and function of visual field and peripheral vision.  IMMAD tests central vision.  IMMAD uses striped square or circle targets that are five degrees.  The stripes may appear anywhere within the central forty degrees of vision and are of varying contrast.  With marijuana use a person cannot see the stripes that are of lower contrast. The signal used in IMMAD has been demonstrated to be extremely sensitive in the detection of marijuana related driving impairment in preliminary testing.  IMMAD will be a simple two- minute objective test in a tablet or cell phone.  IMMAD uses proprietary technology to measure the sensory functional visual deficits caused by marijuana use.  It capitalizes on the retinal dopamine depletion and acetylcholine neurotransmitter inhibition that occurs with marijuana use.  Acute and chronic use of marijuana impairs retinal ganglion cell functioning.  Functional impairments measured with IMMAD correlate with blood biomarker measures of tetrahydrocannabinol (THC). ,"Cannabis, Law Enforcement, Life Science, Neuroscience",IMMAD is a company that specializes in the responsible use of marijuana.  IMMAD technology is a tool for law enforcement use roadside.,2016-01-03,day,
Bio-Signal Technologies,https://www.crunchbase.com/organization/bio-signal-technologies-llc,Active,For Profit,Private,Less than $1M,11-50,"Mckinney, Texas, United States",,,,,"​Imagine a world where products are designed, built, and tested by people who use them. Dynamics of product development are transformed by tightly-coupled feedback at the speed-of-thought and ultimately rewarded with highly-intuitive, modular solutions that are easily adapted for any experiment design or application. We know what it's like doing neuroscience research and application development.  We've done it ourselves.  Our first-hand experience combined with customer feedback generates valuable insights into features and characteristics of the best research tools. Highly-desired instruments do not demand frequent attention during an experiment.  Instead they require little to no interaction (i.e., set and forget) while flawlessly operating in the background. This results in much faster cycles of running experiments, analyzing data, and publishing results.      Bio-Signal Technologies is an extraordinary provider of intuitive, high-performance neurophysiology systems (recording/modulation) for studying the brain, spinal cord and peripheral nervous system during behavior. We are also a sought-after partner for developing new products, applications of neural engineering and brain-machine interfaces (BMIs). ​ Our customer-centered product development ensures instinctive product designs that new users can operate efficiently with minimal training and rarely needing to refer to a user-guide or manual.        We envision a future where neurotechnology is accessible to every research laboratory and application developer in the world. Our neurotechnology consultants are available 24 / 7 (except Sundays & holidays) to answer any questions and provide information about products or services.","Biotechnology, Health Care, Life Science, Medical Device, Neuroscience","Electronics for basic science and applied research in Neurophysiology, Neural Engineering and Brain-Machine Interfaces (BMIs)",2016-09-01,day,https://www.bio-signal.com
Sound for Life,https://www.crunchbase.com/organization/sound-for-life,Active,For Profit,Private,,11-50,"Kowloon City, Kowloon, Hong Kong",,,,,"Sound for Life LTD is a neurotechnology company helping people to reach their potential and improve quality of life through brain stimulation. They are helping children and adults overcoming learning, attention, speech and language, sensory and auditory challenges as well as people recovering from brain injuries.","Fitness, Health Care, Neuroscience",Sound for Life is a neurotechnology company helping people to reach their potential and improve quality of life through brain stimulation.,2013-01-01,year,http://www.soundforlife.com/
Allos Pharma,https://www.crunchbase.com/organization/allos-pharma,Active,For Profit,Private,,1-10,,,,,,"We are a global team dedicated to improve the lives of patients with Fragile X Syndrome and Autism Spectrum Disorder. Our work spans three decades of research in neuroscience and intellectual disabilities. The “mGluR theory of fragile X” proposed by MIT Professor Mark Bear and collaborators in 2004 is widely considered to be a key conceptual breakthrough, and laid the foundation for development of disease-modifying therapies for treatment of Fragile X Syndrome and Autism Spectrum Disorder. Allos Pharma is committed to develop and market the first approved therapy in Fragile X Syndrome.","Health Care, Life Science, Medical, Neuroscience, Pharmaceutical",Pioneering Therapeutics for Neurodevelopmental Disorders,2019-01-01,year,http://allospharma.com
NeuroLex Laboratories,https://www.crunchbase.com/organization/neurolex-laboratories-inc,Active,For Profit,Private,Less than $1M,1-10,"Boston, Massachusetts, United States",Seed,,,,"Neurolex was acquired by Sonde Health in August of 2020.  NeuroLex Labs is a health startup that collects and analyzes speech and text samples to detect various health conditions early, before full-blown symptoms appear. In doing so, NeuroLex Labs aims to improve health outcomes and lower overall healthcare costs. Their  initial use cases are in psychiatry (detecting bipolar disorder, depression, psychosis, anxiety, and addiction/substance abuse).","Fitness, Health Care, Neuroscience, Wellness",(Acquired by Sonde Health) NeuroLex Lab uses voice test to detect mental health conditions early and refer patients to specialists faster.,2016-01-01,year,https://www.neurolex.ai/
AlohaABA,https://www.crunchbase.com/organization/alohaaba,Active,For Profit,Private,,11-50,"Los Angeles, California, United States",,,,,"AlohaABA, the first Practice Management Software that focuses on modern designs, user-friendliness, and it's users. Our cloud-based software combines the ease of scheduling, billing, payroll analytics into one piece of technology with one goal in mind, to save your time & money.AlohaABA reduces the administrative work needed to run a successful practice by seamlessly integrating billing, scheduling, and payroll. All you need to do is schedule and complete an appointment.","Computer, Neuroscience, SaaS, Software",AlohaABA is an ABA practice management software which seamlessly integrates multiple operations for ABA practitioners.,2015-01-01,year,https://www.alohaaba.com/
Renovo Neural,https://www.crunchbase.com/organization/renovo-neural,Active,For Profit,Private,,,"Cleveland, Ohio, United States",,,,,"Renovo is a designer CRO that brings state-or-the art technologies to investigate therapeutic enhancement of remyelinating therapies in rodent models of multiple sclerosis. They have over 5 years of experience in offering the rodent model of cuprizone induced demyelination to Big Pharma, Biotech and academic institutions. This experience provides a valuable data base of outcome measures which includes thousands of mice at each time point. They have an accurate indication of the baseline for demyelination and the rate of spontaneous remyelination. We have documented that endogenous remyelination can be enhanced by therapeutic approaches that are documented by robust primary outcomes. Several aspects of our protocol distinguish our model from others. During cuprizone-mediated demyelination, we inhibit spontaneous remyelination with daily injections of rapamycin. This provides a baseline of near total demyelination at the beginning of therapeutic treatment. Without rapamycin treatment it is impossible to detect a therapeutic effect. The following outline will provide additional insight to the unique nature of the Renovo Augmented Cuprizone Model and why it is superior to conventional cuprizone-only studies.","Biotechnology, Health Care, Neuroscience",Renovo Neural is a contract research organization specializing in neurodegenerative disease preclinical research.,2008-01-01,year,http://www.renovoneural.com/
SEVARO,https://www.crunchbase.com/organization/sevaro,Active,For Profit,Private,$1M to $10M,11-50,"Franklin Park, New Jersey, United States",,,,,,"Health Care, Life Science, Neuroscience",SEVARO is a healthcare company that provides teleneurology services for patients with stroke.,2020-01-01,year,https://sevaro.com
BrainGate,https://www.crunchbase.com/organization/braingate,Active,For Profit,Private,,,"Stanford, California, United States",,,,,"The BrainGate research team includes leading neurologists, neuroscientists, engineers, computer scientists, neurosurgeons, mathematicians, and other researchers – all focused on developing technologies to restore the communication, mobility, and independence of people with neurologic disease, injury, or limb loss. This diverse and collaborative team creates and tests the devices that are ushering in a new era of transformative neurotechnologies. Using a baby aspirin-sized array of electrodes implanted into the brain, early research from the BrainGate team has shown that the neural signals associated with the intent to move a limb can be “decoded” by a computer in real-time and used to operate external devices. This investigational system, called BrainGate (Caution: Investigational Device. Limited by Federal Law to Investigational Use.) has allowed people with spinal cord injury, brainstem stroke, and ALS to control a computer cursor simply by thinking about the movement of their own paralyzed hand. Current research is focused not only on improving the ability to operate a computer, but also on providing people with ALS, spinal cord injury, and stroke with reliable, constant control over their environment. The technology may ultimately give “natural” control over advanced prosthetic limbs, provide people with paralysis easy control over powerful assistive movement and communication devices, and, eventually, enable naturally-controlled movements of paralyzed limbs. In addition, we are developing a new generation of wireless medical technologies that will be able to record and monitor neural activity to assist in the diagnosis and management of neurologic disease.","Neuroscience, Non Profit","The BrainGate research team includes leading neurologists, neuroscientists, engineers, computer scientists, neurosurgeons, mathematicians,",2001-01-01,year,http://braingate2.org/
eSmartr,https://www.crunchbase.com/organization/esmartr,Active,For Profit,Private,,11-50,"Mississauga, Ontario, Canada",,,,,,"Fitness, Health Care, Neuroscience, Sports, Wearables, Wellness","eSmartr is a privately-held neuroscience and wellness company that innovates wearable neuro-tech through drug-free, non-invasive products.",2018-01-01,year,https://esmartr.com/
Emplay.ai,https://www.crunchbase.com/organization/emplay-ai,Active,For Profit,Private,,1-10,,,,,,,"Artificial Intelligence, Human Computer Interaction, Human Resources, Neuroscience, Recruiting, Software","Emplay.ai develops tools to study human behaviour, intellectual potential and personality traits based on video games, neuroscience & ML",2021-01-01,year,https://emplay.ai
Akome Biotech,https://www.crunchbase.com/organization/akome-biotech,Active,For Profit,Private,,,,,,,,"Akome Biotech is a developer of psychedelic-based pharmaceuticals for rare diseases and mental disorders targeting treatments for Cluster Headaches (CH), Alzheimer's Disease (AD), and Depression.","Biotechnology, Neuroscience, Pharmaceutical",Akome Biotech provides patients suffering from stroke and neurological illnesses with effective and safe solutions.,,,http://akomebiotech.com/
NeuroDiagnostic Devices,https://www.crunchbase.com/organization/neurodiagnostic-devices,Active,For Profit,Private,$10M to $50M,1-10,"Princeton, New Jersey, United States",,,,,"NeuroDx Development is a medical device company which was founded to carry on the work of a neurosurgeon, Dr. Samuel Neff, developing technologies to address important unmet needs in the neurosurgical market. Their lead product, ShuntCheck®, is an aid to the detection of flow in implanted cerebrospinal fluid (CSF) shunts. A future product currently under development is a non-invasive intra-cranial pressure (ICP) monitor.","Biotechnology, Medical Device, Neuroscience",NeuroDx Development is a medical device company.,2008-01-01,year,http://neurodx.com/
Neurofrog,https://www.crunchbase.com/organization/neurofrog,Active,For Profit,Private,,1-10,"Auckland, Auckland, New Zealand",,,,,A HealthTech company specializing in offering an on-demand parenting assistant. The company offers guidance to parents and caregivers with a personalized neuroscience program providing daily anytime assistance to improve your child's cognitive growth and wellbeing.,"E-Learning, EdTech, Health Care, Neuroscience, Parenting",On-demand Parenting Assistant,2021-07-07,day,https://neurofrog.com/
Haalia,https://www.crunchbase.com/organization/haalia,Active,For Profit,Private,,1-10,"London, England, United Kingdom",,,,,"DeepTech company using AI, neuroscience, behavioral economics and non verbal communications sciences to find out what your customer really wants to analyze human emotions and non verbal communication globally. What if you could collect trustworthy data on how your customer feels about your brand or product without bias? This is what Haalia offers, our artificial intelligence entity by analyzing non-verbal language and facial emotions in compliance with the GDPR. From a camera, a webcam, a video file, a mobile application, our solutions fit to your field needs to measure and improve the efficiency of your business by focusing on your emotional impact!","Artificial Intelligence, Information Technology, Neuroscience, Software",Enhance businesses efficiency by decoding human emotions using AI and non verbal communication globally,2020-01-01,year,https://www.haalia.ai
Alpha.One,https://www.crunchbase.com/organization/alpha-one,Active,For Profit,Private,$1M to $10M,11-50,"Rotterdam, Zuid-Holland, The Netherlands",,,,,"At Alpha.One they are all driven by a desire to understand why they behave the way they do. And they believe people can improve their decisions if they understand how the brain works. In most personal choices the subconscious plays a dominant role. Neuroscience reveals the workings of these processes. It helps us understand, analyse and predict behaviour.","Advertising, Commercial, Consumer Research, Market Research, Marketing, Neuroscience, Product Research",Alpha.One helps brands achieve goals by clarifying and predicting consumer behaviour.,2015-01-01,year,http://www.alpha.one
MyCognition,https://www.crunchbase.com/organization/mycognition,Active,For Profit,Private,Less than $1M,11-50,"London, England, United Kingdom",,,,,"MyCognition is dedicated to understanding & improving cognition. By taking a visionary, research-based & customer-focused approach, we aim to be a worldwide pioneer & respected scientific leader in optimising cognitive potential.","Medical, Neuroscience, Nursing and Residential Care, Pharmaceutical","MyCognition are dedicated to helping every student reach his or her full potential through adaptive, insightful brain training.",2012-01-01,year,http://www.mycognition.com/
